time_s,load_MW,measured_frequency_Hz,model_frequency_Hz,measured_electrical_power_MW,model_electrical_power_MW,measured_gate_pu,model_gate_pu,measured_flow_m3s,model_flow_m3s,measured_penstock_inlet_Pa,measured_penstock_outlet_Pa,frequency_residual_Hz,power_residual_MW
2.4,75.76793259399967,49.929823695732686,49.92127486088261,75.67012065903617,75.64863577331768,0.5416311379593455,0.541166970334763,22.248967268223716,22.231522165808176,3.739688978940822e6,3.7359316322309817e6,0.008548834850074627,0.021484885718493274
2.45,75.79861501412115,49.92550009039438,49.91940453929662,75.66289138446585,75.67643452816634,0.5412420181052569,0.5412403781654687,22.254157189950757,22.234495604937926,3.7396871110883774e6,3.7359327710059094e6,0.006095551097757834,-0.013543143700488258
2.5,75.82739429502938,49.926001789305516,49.91746162264577,75.69037778003049,75.70222089334715,0.5418382069052481,0.5413146015762212,22.255791848870814,22.237483277149806,3.7396929519000216e6,3.7358860913828514e6,0.008540166659749104,-0.011843113316658105
2.55,75.85307312480408,49.92445381601225,49.91545764454337,75.71909314366341,75.72481717539219,0.5417920306168679,0.5413897780598299,22.255962613357806,22.240490777376568,3.739676583684045e6,3.735859844701413e6,0.008996171468879766,-0.005724031728775003
2.6,75.8746019462363,49.919769597741755,49.913409565965864,75.76921996798671,75.74320165194246,0.5417532218879281,0.5414659971117968,22.261984912727044,22.243523374021386,3.739675557935936e6,3.7358205477021597e6,0.006360031775891173,0.026018316044257972
2.65,75.89114027447256,49.92258862969368,49.911338486454504,75.7392957283036,75.756567807244,0.5418249074680468,0.5415432925804629,22.260083874015297,22.246585734008836,3.739713649654976e6,3.7357951725461823e6,0.011250143239173838,-0.017272078940393953
2.7,75.90210439385966,49.91847602648404,49.90926838124064,75.77905477343542,75.76436997788173,0.5417155954379015,0.5416216374984764,22.265775684234566,22.24968123807017,3.739622446418997e6,3.73573674319505e6,0.009207645243400009,0.014684795553691288
2.75,75.90719835745003,49.916606814502856,49.90722599547355,75.7984057677541,75.76635406216995,0.5422258489130641,0.5417009424366742,22.269826681182817,22.252811931668788,3.7395862202592515e6,3.7356420194446007e6,0.009380819029303211,0.032051705584152046
2.8,75.9064263376508,49.91350357887801,49.90523863993138,75.78804043291396,75.76256641369672,0.5422017196078084,0.5417810545848867,22.268186856535383,22.255978166823347,3.739577811233445e6,3.735584590907257e6,0.008264938946624056,0.025474019217242017
2.85,75.90008563173818,49.91163752189974,49.90333282579783,75.77090956892124,75.75334469574373,0.5421029408019196,0.5418617535562517,22.275093566382626,22.259178165598378,3.7395830929404665e6,3.735523806014106e6,0.008304696101909315,0.017564873177505547
2.9,75.88874092613484,49.910780532634234,49.901532701143644,75.72768768527133,75.73928973948271,0.5425331970140037,0.5419427702451316,22.273135370907706,22.26240812121991,3.739556186021525e6,3.735501171510897e6,0.009247831490590386,-0.011602054211380164
2.95,75.8731816801696,49.90506381254315,49.899859516281445,75.72269261348578,75.72122213787524,0.5424335727148595,0.5420237972202822,22.28268628581006,22.265662267032944,3.7395486168591874e6,3.7355211927149747e6,0.005204296261702268,0.0014704756105317074
3.0,75.85436561819725,49.9087609390521,49.89833111492662,75.71747174053482,75.70012504259023,0.542132944058872,0.5421044891217918,22.280855009448562,22.268932891438386,3.739559461318367e6,3.735453073718501e6,0.010429824125480991,0.017346697944589096
3.05,75.83335224195511,49.90455917803877,49.89695990601013,75.6520620192558,75.67707472710356,0.5425105612927206,0.5421844849391941,22.285207668369477,22.272210650785507,3.739511844499397e6,3.73547986945188e6,0.0075992720286350846,-0.02501270784776466
3.1,75.81123093037004,49.903651726623764,49.89575340444748,75.6590731117596,75.65316967578731,0.542497742152791,0.5422634156025978,22.288076401284194,22.275484637135552,3.7395533317492283e6,3.735536870796228e6,0.00789832217628117,0.00590343597228582
3.15,75.7890485374703,49.90506241659958,49.89471433796363,75.66344025766377,75.62945853446281,0.5424794965668944,0.542340927465309,22.29320920975908,22.27874317712346,3.739587008535996e6,3.735618241926369e6,0.010348078635949776,0.033981723200952274
3.2,75.76774140762967,49.90561553055206,49.893840645068174,75.63874226917794,75.60687231658017,0.5426204165645047,0.5424166847950627,22.295229017105225,22.281973891236465,3.739623857867592e6,3.735701208309261e6,0.011774885483887942,0.03186995259777348
3.25,75.74807640092908,49.90667912120818,49.893126132315146,75.60257687819806,75.58616660303599,0.5429829202245819,0.5424903798731564,22.297903417946756,22.285164162471137,3.7396614517164e6,3.735813347942495e6,0.013552988893032136,0.016410275162073162
3.3,75.73060488264329,49.90547978268699,49.89256122815205,75.61052997815418,75.56787681904541,0.5425085912667169,0.5425617480712955,22.297350697543884,22.28830160239982,3.7397327452061707e6,3.7359666257731784e6,0.012918554534941507,0.04265315910876666
3.35,75.7156327237052,49.90263271433714,49.89213471014073,75.57344628925513,75.5522909502928,0.5431577871478019,0.5426305676319981,22.298029572729412,22.291374471718044,3.7397430603518914e6,3.736128259270026e6,0.010498004196406896,0.02115533896233046
3.4,75.70320824568614,49.905454376433674,49.89183430692198,75.56405797770329,75.53943844592365,0.5427542179800251,0.5426966584702188,22.30511774388048,22.294371945113014,3.739805079086706e6,3.7362852143817483e6,0.013620069511695476,0.02461953177963494
3.45,75.69312880061545,49.904952869822196,49.89164711968808,75.52936895605937,75.52909743010811,0.5427615281358718,0.5427598842639949,22.30873496942325,22.29728417496609,3.7398602425926835e6,3.7364886570902904e6,0.013305750134115613,0.0002715259512626744
3.5,75.68496538790895,49.90247363160924,49.891562080346176,75.52411054229819,75.52082298399422,0.5430720283233149,0.5428201475435315,22.31234961986471,22.3001025987485,3.739914961714545e6,3.736679399633094e6,0.010911551263063757,0.0032875583039668754
3.55,75.67810346587606,49.905965515894,49.89157031343088,75.54507047165934,75.51398840509705,0.5428048202749706,0.5428773872399634,22.310482073766305,22.302820073092903,3.7399894783854363e6,3.736889685947433e6,0.014395202463120427,0.03108206656229129
3.6,75.67179699882739,49.903207119838086,49.891665945010935,75.51575632123748,75.50784034648355,0.5434724608588678,0.5429315588274026,22.310835759341785,22.30543060605556,3.7400456634797994e6,3.737094207749393e6,0.011541174827151224,0.007915974753927912
3.65,75.66523186900649,49.904023189069264,49.891846192709416,75.53358486844085,75.50156221088334,0.5426903628109323,0.5429826315368976,22.30995009332414,22.307929328757997,3.740090992197364e6,3.7372725832842817e6,0.012176996359848147,0.032022657557519096
