t,H_m,gate_pu,Q_measured_m3s,Q_model_m3s,P_measured_MW,P_model_MW,rolling_RMSE_Q_m3s,rolling_RMSE_P_MW,rolling_REL_RMSE_Q_pct,rolling_REL_RMSE_P_pct,model_health,static_upward_headroom_MW,screening_fcr_MW,trusted_screening_fcr_MW
976.0,378.34503902985404,0.998378402538365,38.48898595412863,38.80887927170883,132.86487252268893,134.51332541732734,0.22323496373735194,2.473370964495098,0.7144014116580346,2.311572719607705,AMBER,0.21848075489035068,0.21848075489035068,NaN
977.0,378.48662357300975,0.9985569299241566,38.50752830244508,38.82308113488435,132.97772116277176,134.61290580621326,0.2268736716837395,2.43436973891432,0.7193957535398073,2.2531159279073636,AMBER,0.19453658611737978,0.19453658611737978,NaN
978.0,378.6326233077942,0.9987062358903759,38.532430460634295,38.83637435277929,133.09119437302073,134.7109421228013,0.23017894239174203,2.3965869946048826,0.7233705723399598,2.197279343973017,AMBER,0.174509956811022,0.174509956811022,NaN
979.0,378.79349191675664,0.998834884522327,38.55767108234486,38.849627410233964,133.2045437226898,134.81416653535646,0.23319151774314414,2.3601463875037467,0.726482064641693,2.1440950900323976,AMBER,0.1572572949482378,0.1572572949482378,NaN
980.0,378.9770315512899,0.9989426648751132,38.58266403284939,38.86323144651888,133.33560018723992,134.92672001532173,0.2359706441782184,2.3242303059152056,0.728934576220592,2.0927172321720695,AMBER,0.14281376236522192,0.14281376236522192,NaN
981.0,379.1831389837779,0.9990385948431288,38.596992032066815,38.87753104329365,133.46915142094358,135.04977302545916,0.23873193507498794,2.289146527584764,0.7314130329878992,2.0433512883179894,AMBER,0.12996249483367706,0.12996249483367706,NaN
982.0,379.4076097637849,0.9991201763946856,38.62021118205847,38.89221248195686,133.61647512113376,135.18074992464005,0.2412918951351866,2.2537986493276456,0.7333569034429807,1.9949444909413316,AMBER,0.11903994892480796,0.11903994892480796,NaN
983.0,379.6494991949573,0.9991913300517385,38.64009802390052,38.907378917526565,133.77364509896597,135.31968253042592,0.2437172564161832,2.2176917064477233,0.7349884422410359,1.947009451607824,AMBER,0.10951752420132266,0.10951752420132266,NaN
984.0,379.9240647279723,0.9992572475568131,38.68200606867812,38.92401311843392,133.94015074877666,135.47544231300915,0.245667552157908,2.182238010800762,0.7352930793780827,1.9007537538225836,AMBER,0.10069951057730009,0.10069951057730009,NaN
985.0,380.2118117383278,0.9993130438701638,38.702461295989316,38.94092472296033,134.1205533641103,135.6369543469773,0.24751928039160878,2.146853511224429,0.7354281095787487,1.8556012338487164,AMBER,0.09324068948416198,0.09324068948416198,NaN
986.0,380.51620510008325,0.9993591922300149,38.740947570217614,38.95830845553954,134.30756608020894,135.8061423559673,0.24902619445808255,2.112138044548601,0.7346688214724971,1.8120266576528874,AMBER,0.08708143369273103,0.08708143369273103,NaN
987.0,380.84514243593014,0.9994035420070515,38.76209834338999,38.97687322545454,134.52175150908445,135.988311542293,0.25048736450020126,2.0781473202160208,0.7339204455033791,1.7700251896554289,AMBER,0.08115972373286695,0.08115972373286695,NaN
988.0,381.1965766467748,0.9994410360748985,38.76049922217672,38.99631546056486,134.73962242866742,136.18169365302342,0.25224339796672085,2.0443236581555113,0.7341830533214367,1.7290662597352497,AMBER,0.07616322650727625,0.07616322650727625,NaN
989.0,381.5465291590941,0.9994732620714748,38.78271121685092,39.01546935693898,134.9691156525316,136.37366350338678,0.253926388010769,2.01116931548265,0.7343650647494323,1.68952692561758,AMBER,0.07187103822099061,0.07187103822099061,NaN
990.0,381.90970033341557,0.9995025431662485,38.797048525477585,39.03517674051887,135.18433873299176,136.57241963135192,0.25563367878729687,1.9795847704601925,0.7347505215393098,1.6521266050677772,AMBER,0.06797269693015551,0.06797269693015551,NaN
991.0,382.26531217383246,0.9995325750583246,38.822460808602344,39.05451957136685,135.40774682702806,136.7673256324869,0.25720348556784456,1.9487496158020523,0.7348737188036686,1.6161221654036686,AMBER,0.06395835493722757,0.06395835493722757,NaN
992.0,382.6347661513738,0.9995568184558601,38.85056565932032,39.07433554650174,135.6335170508598,136.96897110513984,0.25861161317158515,1.9198491229349328,0.734668978330529,1.5824483566703313,AMBER,0.060729034100745594,0.060729034100745594,NaN
993.0,382.9920974735086,0.9995777047763656,38.88595251408161,39.093393335655854,135.87803603151082,137.16374887246408,0.25978605578247793,1.8927025731870961,0.7339357185486883,1.550891179936169,AMBER,0.0579480671966337,0.0579480671966337,NaN
994.0,383.35545425006353,0.9995964830356856,38.930672767706234,39.11266827603692,136.12114274616889,137.3615730277457,0.2605722292738582,1.8665945428737942,0.7322370049687147,1.520801258073878,AMBER,0.05545010001770834,0.05545010001770834,NaN
995.0,383.7054785955151,0.9996181312558561,38.97178823393413,39.13136764505213,136.36371634956828,137.55272273523423,0.26109305021185675,1.8417533330378375,0.7299314275159696,1.4923205389406546,AMBER,0.05254715159929901,0.05254715159929901,NaN
996.0,384.0477558843466,0.9996406954209791,38.9851051903885,39.14970065437814,136.5961705755162,137.7399248744801,0.26159025389706647,1.8180212660232578,0.7277016025517441,1.4652706490235081,AMBER,0.049508374306981295,0.049508374306981295,NaN
997.0,384.36102469390124,0.9996637355999185,39.02997398535604,39.16656736702954,136.80097260778274,137.91167006895517,0.2615426595923626,1.7958952564199693,0.7240787269084631,1.4400089898307002,AMBER,0.04639038443474419,0.04639038443474419,NaN
998.0,384.6511364922703,0.9996831730620447,39.08466845256299,39.18210768466299,136.99702443277044,138.07052561209125,0.26087957140202855,1.775157713675982,0.7188800798005998,1.4163157396532633,AMBER,0.043758325667880626,0.043758325667880626,NaN
999.0,384.9352402570849,0.9997036652486616,39.13320300644267,39.197378466401084,137.18370850333568,138.22635582397524,0.2598661978634371,1.7555222042234018,0.7128566764108055,1.3939213929248304,AMBER,0.04097341462815507,0.04097341462815507,NaN
1000.0,385.19788440752814,0.9997287218942914,39.17420962419339,39.21173129728917,137.36895540810065,138.37131730593407,0.2588414832114466,1.7363806546555756,0.7069481469690909,1.3723036549548202,AMBER,0.03754729460212047,0.03754729460212047,NaN
1001.0,385.45415261932044,0.9997454531554218,39.21232510772102,39.22542916840925,137.54178289552263,138.51174386905163,0.2577044125875771,1.7179827280452598,0.7008689603469966,1.3516343795746109,AMBER,0.03526670436721702,0.03526670436721702,NaN
1002.0,385.6935292321478,0.9997636679698169,39.23936449143734,39.23832214909742,137.70580319341454,138.64331871420512,0.2566013439839039,1.7004617663216137,0.6950198538168411,1.3319941561065285,AMBER,0.0327736024350429,0.0327736024350429,NaN
1003.0,385.9079281065496,0.9997855188081136,39.26513656788374,39.25008434180787,137.841929641803,138.7619708261937,0.25539360026338215,1.6837111854519604,0.6890174497236888,1.313278819841527,AMBER,0.029768217614076775,0.029768217614076775,NaN
1004.0,386.0972093105746,0.9998115011132629,39.265776819946126,39.26072918413042,137.9712416833153,138.8676826678858,0.25402217405736727,1.6673596041817522,0.6827102027802306,1.29518035524309,AMBER,0.026181338739831972,0.026181338739831972,NaN
1005.0,386.2693513783046,0.9998381481724007,39.27997551044631,39.27052705218177,138.08672156264933,138.96426818008078,0.2524012805595911,1.650675098299749,0.675864894636827,1.277115621541067,AMBER,0.022495261675146594,0.022495261675146594,NaN
1006.0,386.42684627692245,0.9998634421310412,39.29798507411134,39.27952585854686,138.19417077528962,139.05278506958393,0.25056300252082164,1.6336954364244272,0.6685717975178908,1.2591103936886636,AMBER,0.01899134541957892,0.01899134541957892,NaN
1007.0,386.56280539981856,0.9998873663356396,39.28995427643206,39.28737526412342,138.28620700721686,139.1295062587407,0.24877510427281466,1.6166127638947458,0.661560054663882,1.2413116735157257,AMBER,0.01567243135397689,0.01567243135397689,NaN
1008.0,386.69811094025926,0.9999110490638408,39.28421707166463,39.29518108802963,138.37879917522596,139.2058573295025,0.2469802325230053,1.599763038885277,0.6546715601726252,1.2239732172711684,AMBER,0.012383592860430781,0.012383592860430781,NaN
1009.0,386.81424311680615,0.9999337603352733,39.26317698839103,39.301973815590785,138.47476718249285,139.27173419966277,0.245091397131516,1.582800473937988,0.6476765831681801,1.206820899130066,AMBER,0.00922592410137213,0.00922592410137213,NaN
1010.0,386.9109411610504,0.9999481281808674,39.274873340380054,39.307450767772885,138.56660166213535,139.32596330210467,0.2428696858068182,1.5657692580487477,0.6399339791753891,1.189885530869388,AMBER,0.007227466070702349,0.007227466070702349,NaN
1011.0,386.9807453934425,0.9999683747277018,39.25545907893302,39.31179237244555,138.6451180967743,139.36649135782557,0.24056420119640548,1.5481209223413355,0.6321156345571102,1.1727452372954565,AMBER,0.004407642631321096,0.004407642631321096,NaN
1012.0,387.03641629046734,0.9999814047385485,39.24442267198745,39.31513224633464,138.71380980168144,139.39838264813,0.2380773164840531,1.5297631946005632,0.6239610128994483,1.155328985653597,AMBER,0.00259219757387541,0.00259219757387541,NaN
1013.0,387.0815417592611,0.9999930649953516,39.2293271068638,39.31788256031115,138.77325489930544,139.42438826277356,0.23542220671598166,1.510842386078859,0.6155065512137985,1.1377493461345474,AMBER,0.0009669154862876894,0.0009669154862876894,NaN
1014.0,387.10345215024046,0.9999965650153056,39.23079098589021,39.31913293889055,138.82288915362855,139.43671444515903,0.23273098188152752,1.4913377765266718,0.6070952145006383,1.119989340726714,AMBER,0.0004789646251310842,0.0004789646251310842,NaN
1015.0,387.1184122021554,1.0,39.22756333186856,39.32002776148547,138.86121570315848,139.44527655058704,0.22998050858266508,1.4715330061254803,0.5986639029012706,1.102259983894573,AMBER,0.0,0.0,NaN
1016.0,387.122564423794,1.0,39.21640503304278,39.32023863369816,138.8941699596513,139.4475200860107,0.22740969659705873,1.451259186362924,0.5908344962170848,1.0844287088257558,AMBER,0.0,0.0,NaN
1017.0,387.1253463053177,1.0,39.23972873486119,39.32037991201529,138.9272338710648,139.44902320367504,0.2246585407202093,1.4302947777110264,0.5826564261999362,1.0663242380688536,AMBER,0.0,0.0,NaN
1018.0,387.0986890593994,0.9999932939815893,39.23118029310814,39.318762424348584,138.95357722872197,139.433684821897,0.22203524662303661,1.408329777878354,0.5749344763262332,1.0477099657527715,AMBER,0.0009350511279535567,0.0009350511279535567,NaN
1019.0,387.0726240705571,0.9999780934587658,39.22956633822082,39.31684100330537,138.96176272114056,139.4174828059995,0.2191689798990948,1.3854838204444608,0.5666970387198077,1.028670699972769,AMBER,0.0030542217432412144,0.0030542217432412144,NaN
1020.0,387.0250784613309,0.9999483960253773,39.181815513837016,39.31325864712242,138.95962548768136,139.3876561525036,0.21652747092081798,1.3616663795735482,0.5591605084416671,1.0091310413469554,AMBER,0.007193328275150179,0.007193328275150179,NaN
1021.0,386.9593097376369,0.9998924692592603,39.183186605674706,39.30771958529442,138.9485883288715,139.34433369083428,0.2135682658324756,1.3376573566618157,0.5509026793146922,0.9896638252960034,GREEN,0.01498541081195981,0.01498541081195981,0.01498541081195981
1022.0,386.87159152431894,0.9998115011132634,39.200836631771104,39.300081425535566,138.92341510254283,139.28567545669253,0.21029706840153325,1.3134308414415514,0.5419301139886058,0.9702373284058202,GREEN,0.026260144769992166,0.026260144769992166,0.026260144769992166
1023.0,386.772029803562,0.9996814161130908,39.18150784297696,39.28991148912572,138.8817269194144,139.21379559435894,0.20725573359753255,1.2889856509561715,0.5336408263217838,0.9508341323227332,GREEN,0.04436540621543372,0.04436540621543372,0.04436540621543372
1024.0,386.65451364305886,0.9994941317384359,39.17146206970499,39.27658253228501,138.82710727675203,139.12428369521504,0.20437894241454718,1.2643201023156752,0.5258528059195328,0.9314367033695359,GREEN,0.07041417983296583,0.07041417983296583,0.07041417983296583
1025.0,386.52808951580903,0.9992251256448914,39.17758121600393,39.259591631190354,138.76257687233138,139.01862937522904,0.2013207164951361,1.2397503506519267,0.5176597421626496,0.9122624466438906,GREEN,0.10780550650750342,0.10780550650750342,0.10780550650750342
1026.0,386.3978496054172,0.9988750487084905,39.19406807745234,39.23922463315311,138.67856396484703,138.899691855447,0.19763792125734267,1.215531081792044,0.5079077366983332,0.8934831073599946,GREEN,0.15643136540958835,0.15643136540958835,0.15643136540958835
1027.0,386.2614921333112,0.998430653034514,39.15207143983523,39.214846079482555,138.58113373235838,138.7644098150703,0.19372189006547355,1.1915055715087666,0.49760871619079894,0.8749653154514515,GREEN,0.21811179854995544,0.21811179854995544,0.21811179854995544
1028.0,386.1272775631657,0.9978906271563238,39.156371159285946,39.18682584883403,138.47176005192009,138.61707619492077,0.18938614668536438,1.167835012734808,0.4862661877609695,0.8568118221390107,GREEN,0.29301317021943873,0.29301317021943873,0.29301317021943873
1029.0,385.98156560325043,0.9972506925007572,39.14177661429101,39.15430595571249,138.34582688233422,138.4497761217957,0.18481212587573928,1.1445478690040107,0.47434383490934445,0.8390302811691226,GREEN,0.38169039201724786,0.38169039201724786,0.38169039201724786
1030.0,385.8305833250875,0.99650865635111,39.16260007477286,39.11751900970986,138.2066417480027,138.26559158715415,0.18048279269963705,1.1216167917866253,0.46306966826883184,0.8215880694414798,GREEN,0.4844239856535637,0.4844239856535637,0.4844239856535637
1031.0,385.6885414194671,0.9956804214546686,39.13076736831413,39.077811852118046,138.05313651103845,138.0743916203068,0.1763594974360005,1.0990169067225068,0.4523489104353051,0.8044556547503392,GREEN,0.5990106532690334,0.5990106532690334,0.5990106532690334
1032.0,385.54293871259483,0.9947652009314516,39.066553979017,39.034521757455494,137.88401478532074,137.8693666577187,0.1722312326736505,1.0766800918815171,0.4416414409097786,0.7875746211253202,GREEN,0.7255163645505718,0.7255163645505718,0.7255163645505718
1033.0,385.3935657510562,0.9937897833957265,39.004920165637294,38.98869144288369,137.69542827371004,137.65414189834235,0.16780057647506727,1.0542182300268907,0.4301794472909809,0.770656917929332,GREEN,0.8602040913955591,0.8602040913955591,0.8602040913955591
1034.0,385.24922564484433,0.9927668796654008,38.94297909060234,38.94126622616795,137.4842708848608,137.43520920160464,0.16258628877957046,1.03184764651271,0.41672518601094666,0.7538587580975312,GREEN,1.0013281332482507,1.0013281332482507,1.0013281332482507
1035.0,385.10277580105804,0.9917161436986801,38.88367503360881,38.89265662708743,137.2767932406096,137.21147176213822,0.1569452283266767,1.0093095010126394,0.40219465973884644,0.7369868472659725,GREEN,1.146134528707961,1.146134528707961,1.146134528707961
1036.0,384.94910599911606,0.9906438427795117,38.81626606171635,38.84285147002601,137.05629475290087,136.9810793222638,0.15145314627376152,0.9866661082084045,0.38806616637060204,0.72008558012887,GREEN,1.2937207692881714,1.2937207692881714,1.2937207692881714
1037.0,384.7921814347625,0.9895597400484111,38.78992017783719,38.79243483387628,136.83046403530653,136.74751488577294,0.14587186525668314,0.9638780376555995,0.37372026350703086,0.703124954176127,GREEN,1.4427422068235956,1.4427422068235956,1.4427422068235956
1038.0,384.6360814212941,0.9884911056846432,38.7229422520524,38.742681705951256,136.58579150584382,136.51672604425562,0.14051831558411484,0.9409643949476669,0.35997531286237294,0.68611851279902,GREEN,1.5894493772239286,1.5894493772239286,1.5894493772239286
1039.0,384.47741238863597,0.9874243087619612,38.656674756953436,38.69288671264782,136.3463686857516,136.28502140508996,0.13544966034266112,0.9177664685105663,0.34697592754446127,0.6689479750521721,GREEN,1.735706052961973,1.735706052961973,1.735706052961973
1040.0,384.33441397571687,0.9863860837706135,38.59734901210544,38.645014555154084,136.11256013374688,136.06577925560987,0.13066181280934563,0.8945039927858114,0.3347089932680733,0.6517723864510687,GREEN,1.8779544348304285,1.8779544348304285,1.8779544348304285
1041.0,384.1954742454786,0.9853642916643888,38.562321336858574,38.598003765847956,135.88213891321868,135.8511293540596,0.12562654035645499,0.8709270972425817,0.3218151835549136,0.6344073882879439,GREEN,2.0178095787609607,2.0178095787609607,2.0178095787609607
1042.0,384.06108400362876,0.984373830426718,38.51370386785601,38.55246158005467,135.6584982613668,135.64337301129228,0.12072276170523794,0.8471925561817744,0.30926732783834787,0.6169655395014727,GREEN,2.153233134253071,2.153233134253071,2.153233134253071
1043.0,383.9384812930114,0.9834002211883754,38.491956883288,38.50818280786259,135.43256842338573,135.4443308192374,0.11570532371468074,0.8233470334501466,0.29643241502717166,0.5994794004465163,GREEN,2.2862979735461693,2.2862979735461693,2.2862979735461693
1044.0,383.82437544616613,0.9824508151015033,38.44371526889552,38.465288591457586,135.2241828938534,135.2532505693077,0.1114421608032619,0.7991427176671081,0.28553941526280613,0.5817655764133123,GREEN,2.4159828317901884,2.4159828317901884,2.4159828317901884
1045.0,383.72327192679336,0.9815185982482381,38.40167576707546,38.42372846788411,135.0197208397249,135.07152644591332,0.10714342629393243,0.774822096484249,0.2745603748804011,0.5639989477049309,GREEN,2.543315175001169,2.543315175001169,2.543315175001169
1046.0,383.6353872167502,0.9806046156385027,38.33598673411388,38.383552309756084,134.8360593823049,134.89939129093,0.1035856776939138,0.7503247846588297,0.26548938442973147,0.5461321508510378,GREEN,2.668175840184034,2.668175840184034,2.668175840184034
1047.0,383.5483464643394,0.9797186734344692,38.25193437993646,38.34452348286632,134.6642044238946,134.7316486755583,0.10051899069445847,0.7260967261606978,0.2576856426001335,0.5284883590748405,GREEN,2.7891032799469997,2.7891032799469997,2.7891032799469997
1048.0,383.4816974958873,0.9788512818913122,38.21923180637116,38.307246504747695,134.51797679406766,134.57727859667366,0.09646945442787733,0.7018657828976719,0.24736165163827029,0.5108656410175934,GREEN,2.9076295669513286,2.9076295669513286,2.9076295669513286
1049.0,383.4249528991025,0.9780191792091404,38.19789019030953,38.27185035238581,134.3804562756992,134.4330330060219,0.09216607221512657,0.6780725659222522,0.2363862358914986,0.49358256710502724,GREEN,3.0213603881127824,3.0213603881127824,3.0213603881127824
1050.0,383.3711491320645,0.97721638537765,38.15417683624935,38.23775229927533,134.24933564626116,134.29441339089843,0.08755521146445193,0.653990414074147,0.22462209278745082,0.4761066946260316,GREEN,3.1310487691530113,3.1310487691530113,3.1310487691530113
1051.0,383.33544720493666,0.9764494049937986,38.066196269430286,38.205961812051875,134.13170624317854,134.1702664094831,0.08422569291330742,0.6300164026994993,0.2161501388316943,0.4587245758686787,GREEN,3.2359993154011875,3.2359993154011875,3.2359993154011875
1052.0,383.32315861337236,0.9757169585102435,38.00018861938021,38.176691128823435,134.0259677749905,134.06317691636974,0.0823324778195269,0.6059866204427049,0.21136842138886472,0.4413142156538522,GREEN,3.336481608641236,3.336481608641236,3.336481608641236
1053.0,383.33437580626804,0.9750207098936488,37.96688436130505,38.15000732209124,133.95090347517257,133.97339307803196,0.08136548598206707,0.5828183725395489,0.20896808334104128,0.4245410722146156,GREEN,3.432296584339639,3.432296584339639,3.432296584339639
1054.0,383.34916344436823,0.9743570397736568,37.9393711184287,38.12477498400215,133.8849387780062,133.88994813062268,0.08149363644511448,0.5603866690708572,0.2093860544736313,0.40831204786624875,GREEN,3.5236925218073054,3.5236925218073054,3.5236925218073054
1055.0,383.37244497224634,0.9737341111627066,37.91213546985951,38.10155788599862,133.8239173310437,133.81653871845285,0.08255180496170486,0.5389544104267878,0.21220115533312386,0.3928171119471412,GREEN,3.609620213852139,3.609620213852139,3.609620213852139
1056.0,383.40628538063584,0.973153521413284,37.88260699563747,38.08052037996886,133.77200314821206,133.7544583686693,0.08376217036722328,0.5183378131746387,0.21541417223901912,0.37792034936171354,GREEN,3.689896941704916,3.689896941704916,3.689896941704916
1057.0,383.466228987887,0.9726040779556291,37.86138179834183,38.06199512989907,133.72174464295114,133.71029171776337,0.08588306274223043,0.49811189561584224,0.220979232284417,0.3633095654845472,GREEN,3.7662979329982704,3.7662979329982704,3.7662979329982704
1058.0,383.52663599778606,0.9720894945301858,37.8376134955067,38.04485359325387,133.66569389982615,133.67112792179864,0.08907001760049701,0.4784445697576002,0.22930197249185924,0.349106116611464,GREEN,3.8379478103717872,3.8379478103717872,3.8379478103717872
1059.0,383.60161111440385,0.971601799640277,37.81776102686797,38.02948320637413,133.61545710208944,133.6432444868713,0.09280049153561779,0.4591334425369214,0.23904062712359286,0.33516082771230993,GREEN,3.9061554178540234,3.9061554178540234,3.9061554178540234
1060.0,383.68775862799794,0.971136999210792,37.796243606193535,38.015558406726946,133.5717399038951,133.62431194874313,0.09690261258399582,0.4405724595912979,0.24975484523226332,0.3217602249323291,GREEN,3.971425889826264,3.971425889826264,3.971425889826264
1061.0,383.76815486705317,0.9706952861452897,37.83355955468983,38.002248152658254,133.5349454905842,133.6055157824855,0.09930517829853854,0.42250052080735684,0.25609884871902827,0.3087124348436048,GREEN,4.033471126623709,4.033471126623709,4.033471126623709
1062.0,383.8653085119832,0.9702822962808175,37.85296471133003,37.99088771962125,133.5034070115956,133.59938868342027,0.10088878166515983,0.4049830970660439,0.26033795022612527,0.2960643299236147,GREEN,4.091867969946719,4.091867969946719,4.091867969946719
1063.0,383.95673447357916,0.969896906890911,37.845466289097374,37.98032011915579,133.48213555314666,133.59403726385486,0.10236143169543914,0.3874430011076181,0.2642994141819799,0.28339212046619117,GREEN,4.146413617777682,4.146413617777682,4.146413617777682
1064.0,384.0617170708137,0.9695374123750451,37.84592807671575,37.9714326932696,133.4772400275735,133.5992952833829,0.10363378568090971,0.37009043473835906,0.26774825724031115,0.27084810719070834,GREEN,4.197651567908736,4.197651567908736,4.197651567908736
1065.0,384.1671007288525,0.9692047578218758,37.81296340747515,37.96361184298776,133.47894167401918,133.60842937416552,0.10543587070128008,0.35272025723448014,0.2725763094571847,0.25828102508188294,GREEN,4.245237042441772,4.245237042441772,4.245237042441772
1066.0,384.27328206488056,0.9688906830732866,37.815959860784005,37.95655396755769,133.48494396410365,133.62051167080512,0.10696022080291166,0.3353071946873803,0.2766937964378223,0.24567142384611548,GREEN,4.290311505825741,4.290311505825741,4.290311505825741
1067.0,384.3805485253419,0.9685944525977246,37.805167595653074,37.950244686311805,133.4988262451249,133.63559354096918,0.10858714173280144,0.3176320343347826,0.28108239216182007,0.2328573922064524,GREEN,4.332978530205509,4.332978530205509,4.332978530205509
1068.0,384.5063295569241,0.9683215037774979,37.79105550311898,37.9457573312299,133.5431400810093,133.66351652109753,0.11039946308353571,0.29955166084534196,0.2859578721982642,0.2197324204632545,GREEN,4.3727823730876025,4.3727823730876025,4.3727823730876025
1069.0,384.6438037990798,0.9680739405104067,37.79323958259586,37.942837149598624,133.58934550417712,133.7010158414159,0.1119640362795391,0.28169681363345456,0.29019459657574853,0.20675870933962487,GREEN,4.409318758566712,4.409318758566712,4.409318758566712
1070.0,384.78843880058326,0.9678393794982537,37.81666558561462,37.94077502474341,133.6529349831877,133.74402138613326,0.1130264415454546,0.2643499045211085,0.29313284493551484,0.19414319050675935,GREEN,4.444219575366674,4.444219575366674,4.444219575366674
1071.0,384.9503419206926,0.9676206643337776,37.81634323453232,37.94018037216062,133.72135055561654,133.7981982834383,0.11391961976204139,0.2476011077227097,0.29563319307901675,0.18195224099413526,GREEN,4.477267728400676,4.477267728400676,4.477267728400676
1072.0,385.09783529754054,0.9673966824858254,37.83428891109772,37.93866409077552,133.79119228046935,133.84411364150915,0.11434998325550794,0.231392134737059,0.2969311312672529,0.1701434896959895,GREEN,4.510830162497797,4.510830162497797,4.510830162497797
1073.0,385.2536708250765,0.9671740315336446,37.830329240836974,37.93760600407301,133.85881217636387,133.89454129616902,0.11461685127903545,0.21563244630895803,0.2978044126810393,0.15865088304303257,GREEN,4.5443920608948645,4.5443920608948645,4.5443920608948645
1074.0,385.40412051253486,0.9669668100905251,37.82800270693861,37.936883106889134,133.92519697797113,133.9442775966918,0.11491097979600727,0.20055854072894488,0.29875011631451487,0.14764897976605476,GREEN,4.57575866406907,4.57575866406907,4.57575866406907
1075.0,385.55452897764457,0.9667576568362339,37.8430780675752,37.93607775747707,133.98502243611298,133.99370634943068,0.1149181787358704,0.18584814735023916,0.29894817338688057,0.13690125885171936,GREEN,4.607426418353356,4.607426418353356,4.607426418353356
1076.0,385.706547485684,0.9665459750187565,37.87898123649466,37.935247697547865,134.04521787985274,134.04360510300324,0.11436460453687573,0.1715701154590621,0.2976807192167035,0.12645891969985928,GREEN,4.639508341654164,4.639508341654164,4.639508341654164
1077.0,385.8386946433378,0.9663364803668015,37.903384062524964,37.93352194134616,134.10608689530267,134.0834298432626,0.113956091369736,0.15781991348260738,0.2967894543625424,0.1163930136512635,GREEN,4.670961165930493,4.670961165930493,4.670961165930493
1078.0,385.96440631082896,0.9661221117774627,37.90640440316409,37.931284669219835,134.14933802018106,134.11920545735714,0.11343925272603272,0.14519137806228222,0.2956133808717213,0.10714267302236986,GREEN,4.70300327007368,4.70300327007368,4.70300327007368
1079.0,386.0650652478869,0.9659047233453723,37.903564317239976,37.92769447566995,134.1920241109709,134.14148586008335,0.11292130304793974,0.13289754793802677,0.2944332131867222,0.09812811652270746,GREEN,4.73503334306298,4.73503334306298,4.73503334306298
1080.0,386.1642637406221,0.9656957838115696,37.90290304228092,37.92436150032098,134.2191415972522,134.16416220114507,0.1116733636590997,0.12107284163156616,0.29134123235300147,0.08944924129370396,GREEN,4.765886423074363,4.765886423074363,4.765886423074363
1081.0,386.2534630497818,0.965491544740728,37.91440461278447,37.92071957420634,134.24347844543846,134.18226557573328,0.11051303277449882,0.11004927704949782,0.2884732257274218,0.08135210694319343,GREEN,4.795922588272276,4.795922588272276,4.795922588272276
1082.0,386.3427256693842,0.9653002787811208,37.922118788248675,37.91758798855325,134.26849509028656,134.20219124416747,0.10976936608465167,0.09998451868235642,0.28669151430925716,0.07395431456786528,GREEN,4.82417619211239,4.82417619211239,4.82417619211239
1083.0,386.411307390788,0.9651223370449806,37.93664975304759,37.91396303299043,134.29005449266086,134.21318205041408,0.10891297448010064,0.09087115476194052,0.2846090464790275,0.06725161257689007,GREEN,4.850205977003327,4.850205977003327,4.850205977003327
1084.0,386.46867171173704,0.9649385998753235,37.928084943102476,37.90955868389232,134.3085137094133,134.21751309061298,0.10809063104893864,0.08320870297006694,0.2826131591449689,0.061615152791986955,GREEN,4.8768428693981605,4.8768428693981605,4.8768428693981605
1085.0,386.525840857653,0.9647715814766383,37.92387560676227,37.90580036370254,134.32672105503815,134.22405930869942,0.10759616454177827,0.0775024564039543,0.2814741052627243,0.057421173621131465,GREEN,4.90116150601591,4.90116150601591,4.90116150601591
1086.0,386.56240099941147,0.9646173349588574,37.9001798866288,37.90153239027002,134.3386127880035,134.2216408173666,0.1074382607352884,0.07361869586279231,0.28121967254064223,0.05457296138003719,GREEN,4.923319523918764,4.923319523918764,4.923319523918764
1087.0,386.6032093438278,0.9644650119254766,37.90116361497137,37.89754755940653,134.33687634567326,134.22169716148917,0.10713318912024301,0.07128100083558744,0.28057425929974356,0.05286776880721894,GREEN,4.945297495503496,4.945297495503496,4.945297495503496
1088.0,386.6167645453942,0.9643120171991302,37.91586439976287,37.89220008350052,134.32970935114145,134.20746347141088,0.10710460030682775,0.07055566815192653,0.2806513505496058,0.05235661057577467,GREEN,4.966850524198151,4.966850524198151,4.966850524198151
1089.0,386.6419561400605,0.9641633551699689,37.916041483140674,37.887592777116325,134.3201122311864,134.19988898022328,0.10715534431306754,0.07098524778541557,0.28093470434052525,0.05270162436156159,GREEN,4.98802794342464,4.98802794342464,4.98802794342464
1090.0,386.6510665372187,0.9640148596762531,37.86485538444912,37.88220382342603,134.31035182595676,134.18396270256682,0.10702061598891778,0.07243772626248333,0.28074067714069817,0.053805929876516854,GREEN,5.008873751873381,5.008873751873381,5.008873751873381
1091.0,386.65260395318444,0.9638633429519903,37.82127568690719,37.87632508124865,134.29833894585207,134.1636728556473,0.10703822400748653,0.07444423274569789,0.2809477149000778,0.05532205610085411,GREEN,5.029993795009801,5.029993795009801,5.029993795009801
1092.0,386.64313215127373,0.9636992347602221,37.766084445071336,37.86941237525573,134.2858730807917,134.13590100703783,0.10778694122037209,0.0768975164975577,0.28307394498595756,0.05717065330658582,GREEN,5.052650948606441,5.052650948606441,5.052650948606441
