t,p_in,p_out,h_tailwater_m,H,Q,dm,omega,omega_pu,tau_o,P_elec,P_mech,eta,n_rpm,P_elec_MW
2186,3.9094088131793314e6,132863.7723426461,25.170460986563604,384.9689134390097,36.233526684270885,36233.52668427089,39.314085559447676,1.0011249679878078,0.9252373114743172,1.27948428078701e8,1.298968812981736e8,0.9492780713992736,375.42186299542794,127.948428078701
2187,3.909223852133743e6,132860.4561387176,25.170364205869948,384.9503971452625,36.23825340893186,36238.25340893186,39.31249287227342,1.0010844105419547,0.9252652935926131,1.2794865345387982e8,1.2989711010546175e8,0.9492015793601303,375.40665395323305,127.94865345387981
2188,3.909101087177777e6,132814.7322696191,25.170695103670127,384.94254382346156,36.24457045690287,36244.57045690287,39.31081434205081,1.0010416671208258,0.925300589392575,1.2794697096113208e8,1.2989540199099703e8,0.9490430252066712,375.39062517030965,127.94697096113208
2189,3.9090467861344167e6,132871.12495618398,25.17109113641335,384.93126005894317,36.2342905673339,36234.2905673339,39.30910618499549,1.0009981692585967,0.9253532007155231,1.2794417563853532e8,1.2989256410003586e8,0.9493193616613376,375.3743134719738,127.94417563853533
2190,3.909075413210551e6,132954.04634337788,25.171485172094624,384.9257254706598,36.21519528102956,36215.195281029555,39.30749774031949,1.0009572105512565,0.9254112757888915,1.279457733761698e8,1.2989418616870031e8,0.9498454300367575,375.3589539567212,127.9457733761698
2191,3.9091247723165574e6,133000.89368679863,25.171850327187965,384.9259815116982,36.25179000606338,36251.790006063384,39.306075807341436,1.000921001325304,0.9254787157055008,1.2795230574484405e8,1.299008180150701e8,0.9489344141735012,375.34537549698905,127.95230574484405
2192,3.9091110915875407e6,133051.9656939147,25.172474332231758,384.91938082503833,36.25482748215358,36254.82748215358,39.30470880872844,1.0008861909914708,0.9255492615081757,1.2795377052389218e8,1.2990230510039815e8,0.9488820449479076,375.33232162180155,127.95377052389217
2193,3.909044375433267e6,133075.4516128043,25.173072529090582,384.9101859144203,36.26944269199098,36269.44269199098,39.30345805105643,1.0008543407088932,0.9256225329409823,1.2795352822961359e8,1.2990205911635898e8,0.9485205435363001,375.32037776583496,127.95352822961358
2194,3.9090919265134134e6,133112.68473395924,25.17327745836889,384.91123769413394,36.28805020617206,36288.05020617206,39.30241949570772,1.0008278941141056,0.9256960194820729,1.279565422235948e8,1.2990511900872569e8,0.9480539090037017,375.31046029278957,127.9565422235948
2195,3.9091772653340567e6,133039.29845112117,25.17340020086766,384.9274176231331,36.287622484853394,36287.6224848534,39.3014198481799,1.0008024382988414,0.9257717778442051,1.2796313907638544e8,1.2991181632120349e8,0.9480741088307787,375.3009143620655,127.96313907638543
2196,3.9094050163250226e6,132997.81413850107,25.17354352846635,384.9548626082081,36.28297233264088,36282.97233264088,39.30044891118094,1.000777713591191,0.9258553300652044,1.2796713118587358e8,1.2991586922423714e8,0.9481575956944244,375.29164259669665,127.96713118587358
2197,3.909684838460788e6,132985.22485011883,25.173645532245043,384.98467009283075,36.25701284039545,36257.012840395444,39.29947983505863,1.0007530362703752,0.9259433149046558,1.2797199542707352e8,1.2992080754017617e8,0.9487990629651623,375.28238860139066,127.97199542707352
2198,3.9097941034903266e6,132996.2792510467,25.173516644940317,384.9946813699572,36.26515489063011,36265.15489063011,39.298601652378515,1.0007306735320587,0.926030593356256,1.2797709430107291e8,1.2992598406200296e8,0.9485991713356203,375.274002574522,127.97709430107291
2199,3.9098354470150177e6,132973.05628285804,25.173528780932067,385.0012630715759,36.25040633117804,36250.40633117804,39.29794701274394,1.000714003270653,0.9261174846129456,1.2798611234089424e8,1.2993513943237993e8,0.9490357579707407,375.26775122649485,127.98611234089424
2200,3.909748480971099e6,132921.56076222364,25.173563652705823,384.99764731996686,36.24509700118107,36245.09700118107,39.29747566799596,1.0007020005752063,0.9262085239900332,1.279876296329975e8,1.2993667983045432e8,0.949194943594347,375.2632502157023,127.9876296329975
2201,3.9097147914225557e6,132892.3911522981,25.173265475997304,384.9971865718917,36.22806845487681,36228.06845487681,39.29710903533198,1.000692664351083,0.9262912463093943,1.2798418260582925e8,1.2993318031048656e8,0.9496166609443881,375.25974913165606,127.98418260582925
2202,3.90968538086855e6,132858.7679021376,25.172916143779283,384.99761600065364,36.22463379437626,36224.63379437626,39.29690476098653,1.0006874625475908,0.9263726099770763,1.2798246228452806e8,1.2993143379139905e8,0.9496928744810418,375.2577984553465,127.98246228452805
2203,3.9096113723433027e6,132846.85716618373,25.17277542772311,384.99128595077667,36.23490979649962,36234.909796499625,39.296855680243375,1.0006862127167293,0.9264464920398515,1.2798245446343474e8,1.2993142585120279e8,0.9494390997614089,375.2573297687735,127.98245446343473
2204,3.9093676504572295e6,132814.84652518923,25.17274424283293,384.96970478410196,36.252290310083694,36252.29031008369,39.296836470030755,1.000685723532682,0.9265154987774464,1.2797880759935153e8,1.299277234511183e8,0.9490100647462338,375.25714632475575,127.97880759935153
2205,3.9093008740354273e6,132853.6331497774,25.17241687829617,384.95894402504075,36.26653984428045,36266.53984428045,39.297037691329784,1.0006908475909853,0.9265738514098913,1.2797422124638553e8,1.2992306725521374e8,0.948629708117907,375.2590678466195,127.97422124638553
2206,3.9092381958055757e6,132874.49491375138,25.172023457095484,384.9504282254663,36.30089806047222,36300.898060472224,39.297387329481815,1.0006997510534157,0.9266297767882126,1.2797626702093713e8,1.2992514418369251e8,0.9477679615163777,375.26240664503086,127.97626702093713
2207,3.9092180664509875e6,132894.22436081315,25.171933128448085,384.9463651468068,36.3174919289762,36317.491928976204,39.29795117802727,1.000714109338722,0.9266788797644337,1.2798165336001945e8,1.2993061254824309e8,0.9473847871738476,375.2677910020207,127.98165336001945
2208,3.909140200803904e6,132922.47224708693,25.172044656676,384.93554827286613,36.31538350123699,36315.38350123699,39.29878942058247,1.000735455010109,0.9267140159679266,1.2798814135596015e8,1.2993719934615244e8,0.9475144462736024,375.27579562879095,127.98814135596014
2209,3.909107596070877e6,132919.25307894807,25.171898410294496,384.9325528024392,36.315680072416804,36315.680072416806,39.299767528146404,1.0007603623146972,0.9267361027314382,1.2799137833090797e8,1.29940485615135e8,0.9475380455091696,375.2851358680115,127.99137833090798
2210,3.909129051311095e6,132926.7346081394,25.171577036943518,384.933977237814,36.32792046218929,36327.92046218929,39.300733523928145,1.0007849611952844,0.9267485498682233,1.2800123274887164e8,1.299504901003773e8,0.9472882040981794,375.29436044823166,128.00123274887164
2211,3.9089935096390443e6,132925.69979241624,25.171623122988112,384.9202660394116,36.3352876319819,36335.2876319819,39.30181944633687,1.0008126139823503,0.9267570181956469,1.280104423256721e8,1.299598399245402e8,0.9471980180191998,375.3047302433814,128.0104423256721
2212,3.9089398112709704e6,132905.20080732973,25.17180608458515,384.91688180057497,36.32969283048536,36329.69283048536,39.30293044232803,1.00084090526295,0.9267499071321074,1.2802303811665002e8,1.2997262752959393e8,0.9474454326618277,375.3153394736063,128.02303811665
2213,3.9088774946462917e6,132919.0655229614,25.17182943484774,384.90911611858616,36.33737217239083,36337.37217239083,39.30404098309164,1.0008691849512754,0.9267367397295191,1.2803284145808592e8,1.2998258016049333e8,0.9473368523301503,375.3259443567283,128.03284145808593
2214,3.9089169698775928e6,132949.83378006888,25.17175078133163,384.91000367966603,36.33662511787527,36336.62511787527,39.305447360349746,1.0009049980540723,0.9267152719227484,1.2803813969015777e8,1.299879590763023e8,0.9473933476224196,375.3393742702771,128.03813969015778
2215,3.908767928279112e6,132930.4368609289,25.17189503065122,384.8967881160228,36.32672849975341,36326.72849975341,39.306793713857296,1.0009392826646124,0.9266816109457473,1.2803652583149412e8,1.299863206411108e8,0.9476720421581112,375.3522309992297,128.03652583149412
2216,3.908515045728677e6,132926.0181256543,25.172342987004676,384.8714605099921,36.282700109146745,36282.70010914675,39.308296403422574,1.000977548340172,0.9266346881960713,1.2802769549791245e8,1.2997735583544411e8,0.9488190228290483,375.3665806275645,128.02769549791245
2217,3.908346959591126e6,132918.70716536904,25.172512276408472,384.85507160303337,36.26825855559693,36268.25855559693,39.30987571158591,1.0010177650923096,0.9265785088511953,1.2801534583195274e8,1.2996481810350531e8,0.9491456872589117,375.38166190961607,128.01534583195274
2218,3.90831188388942e6,132922.24815724185,25.172196894243296,384.8511351408948,36.274933606618575,36274.93360661857,39.31135358783804,1.0010553989020383,0.9265143538462562,1.2800246880084379e8,1.2995174497547594e8,0.9488852811808256,375.3957745882644,128.0024688008438
2219,3.908165915934903e6,132938.28000550883,25.171883509140063,384.8346213995305,36.30991662739148,36309.91662739148,39.31259657057445,1.0010870511975067,0.9264481671088778,1.2798955186619753e8,1.2993863133624114e8,0.9479160848566821,375.40764419906503,127.98955186619753
2220,3.908063159798465e6,132933.24182353876,25.171731117952596,384.8246603440292,36.33066571490068,36330.665714900686,39.313723096940976,1.0011157379558677,0.9263757602725943,1.2797723795380735e8,1.299261299023425e8,0.9473080860830017,375.41840173345037,127.97723795380735
2221,3.9080849766438548e6,132921.57891280294,25.171546620154075,384.8280731632061,36.326604152644386,36326.60415264439,39.314655331800004,1.0011394771216175,0.9263049813202947,1.279645128753685e8,1.2991321104098326e8,0.9473113967492782,375.42730392060656,127.9645128753685
2222,3.9080439947243356e6,132931.66830792837,25.17104981259335,384.82286711686106,36.33750623811389,36337.50623811389,39.31535035801391,1.001157175818821,0.926244157024273,1.2795150974908158e8,1.2990000989754476e8,0.9469437598223409,375.43394093205785,127.95150974908158
2223,3.9080116310614226e6,132891.28117456048,25.170671446167255,384.8236850037576,36.33497315809202,36334.97315809202,39.31574261599221,1.001167164586215,0.9261843874527423,1.2794199403234272e8,1.2989034927141392e8,0.9469373342523273,375.43768671983065,127.94199403234272
2224,3.908058338396167e6,132892.90053201874,25.17052965477005,384.82828112784387,36.30689746321615,36306.897463216155,39.31561448747102,1.0011639018202154,0.9261321466711616,1.2793638997956075e8,1.2988465987772664e8,0.9476167625273716,375.4364631825808,127.93638997956074
2225,3.9080206711907284e6,132894.0684519905,25.170417358441394,384.8243223994636,36.29267688025909,36292.67688025909,39.315448976677345,1.0011596871224637,0.9260907279179726,1.2793560403948961e8,1.2988386196902499e8,0.9479919961175779,375.4348826709239,127.93560403948962
2226,3.908092449817414e6,132886.9385320993,25.1701448362977,384.83236608412994,36.29388372751962,36293.88372751962,39.3150512637668,1.0011495594463606,0.9260541886533484,1.2793548273273614e8,1.2988373881496055e8,0.9479397605150715,375.4310847923852,127.93548273273615
2227,3.9080951015886795e6,132895.75110377683,25.170041757177952,384.8317380718555,36.278323817247575,36278.323817247576,39.31429375537862,1.0011302696536546,0.9260197935325902,1.2793588815267533e8,1.2988415040880744e8,0.9483508883406592,375.42385112012045,127.93588815267533
2228,3.908130659430613e6,132893.2919329736,25.17033885854542,384.83561340444845,36.28236778369741,36282.36778369741,39.313403701689765,1.0011076046225826,0.9260000743480018,1.2793590076219313e8,1.2988416321034835e8,0.9482357314193247,375.4153517334685,127.93590076219313
2229,3.9082563172279573e6,132908.07092586556,25.170716764111084,384.8469160348717,36.26564066787997,36265.64066787997,39.312491384741854,1.0010843726622747,0.9259923013060644,1.2793652022470658e8,1.298847921063011e8,0.9486498259913642,375.406639748353,127.93652022470657
2230,3.9083247811405635e6,132935.45386722297,25.170844883315063,384.8511036975882,36.23271528230031,36232.71528230031,39.311467814860166,1.0010583076692712,0.9259973098595994,1.2793650729596046e8,1.2988477898067051e8,0.949501455033128,375.3968653759767,127.93650729596045
2231,3.9083045915184487e6,133033.08792788428,25.170852717942644,384.8390931284979,36.23083846447869,36230.838464478686,39.310440686990134,1.0010321520728387,0.9260047539940311,1.2793774015564968e8,1.2988603061487277e8,0.9495894262544324,375.38705702731454,127.93774015564968
2232,3.908194181405864e6,133063.5981209852,25.171176088355548,384.82472816359626,36.23241108968107,36232.411089681074,39.30953913661241,1.001009194280989,0.9260064276752622,1.2793824022677945e8,1.2988653830129893e8,0.9495873673829118,375.37844785537084,127.93824022677944
2233,3.9080769610625375e6,133093.85071547903,25.171450453941034,384.80969524434846,36.21778293874181,36217.78293874181,39.30865058702656,1.0009865675515857,0.9260175050580051,1.2793461331446487e8,1.2988285615681712e8,0.9499810798858015,375.36996283184465,127.93461331446487
2234,3.9078643372212755e6,133084.61207058618,25.171555837363005,384.7889628084291,36.23952383638841,36239.523836388405,39.30810107961106,1.000972574460155,0.9260266506295748,1.2792931556123543e8,1.2987747772714257e8,0.9494230022705612,375.3647154225581,127.92931556123543
2235,3.907698601517344e6,133050.55157762306,25.171511133899752,384.775540258891,36.25451551464311,36254.51551464311,39.30765674633066,1.000961259606082,0.9260353229629199,1.2792374295244087e8,1.2987182025628515e8,0.949022169248768,375.36047235228074,127.92374295244088
2236,3.9075859012386706e6,133048.84751746105,25.171583642609907,384.76422565965436,36.274964961936476,36274.96496193648,39.307489444845324,1.0009569993087417,0.9260438218218421,1.2791782509824142e8,1.298658122824786e8,0.9484711854615134,375.3588747407781,127.91782509824142
2237,3.9075068905085414e6,133030.02792636445,25.171653693397698,384.75808996760213,36.2873051465299,36287.3051465299,39.30750974000069,1.000957516120629,0.926057727531574,1.2791101085097943e8,1.2985889426495375e8,0.9481132507435954,375.3590685452359,127.91101085097944
2238,3.9072940858646943e6,133038.025350869,25.171402370834503,384.73558211150106,36.279828719055324,36279.828719055324,39.30744263731554,1.0009558073647833,0.9260708741172319,1.2790532523536722e8,1.2985312206636266e8,0.9483219583124018,375.35842776179373,127.90532523536723
2239,3.907174334285163e6,133018.09880713138,25.17098851815407,384.72540626687373,36.29017622971773,36290.17622971773,39.30739546813817,1.0009546062115449,0.9260819237440663,1.2789924792663269e8,1.2984695220977938e8,0.9480315894372991,375.35797732932934,127.89924792663268
2240,3.9071212988599045e6,133012.99290953833,25.170841042811364,384.7205204842371,36.31148822958186,36311.48822958186,39.307598676061914,1.000959780858831,0.9260877150141976,1.2789257078792499e8,1.2984017338875633e8,0.9474377369168473,375.3599178220617,127.892570787925
2241,3.907031439974609e6,132956.10480523683,25.171013097377845,384.717159548356,36.31126971421791,36311.26971421791,39.30804032964097,1.0009710274748698,0.926087408311418,1.2788935296667509e8,1.2983690656515238e8,0.9474278772130224,375.3641353030761,127.88935296667509
2242,3.907084716469982e6,132992.7692082386,25.171100353622275,384.71885293188006,36.2994304986026,36299.430498602596,39.30857379199127,1.0009846119820704,0.9260845216970224,1.2788314381665316e8,1.2983060285954636e8,0.947686699998295,375.3692294932764,127.88314381665316
2243,3.907094841414804e6,132986.75531627814,25.1711421383027,384.72049807324424,36.30929596600895,36309.295966008955,39.30929204943201,1.0010029022576072,0.9260784764603364,1.2788069405868971e8,1.2982811579562408e8,0.9474070069917854,375.3760883466027,127.88069405868971
2244,3.9071441402532826e6,132964.97043245393,25.171272100948453,384.7277441203699,36.28948257642876,36289.48257642876,39.309923427621214,1.0010189801711709,0.9260652618727051,1.2788047091810897e8,1.2982788925696342e8,0.9479047663524617,375.38211756418906,127.88047091810897
2245,3.90734115480461e6,133011.8971264845,25.17157457902114,384.7430435961392,36.280464572166096,36280.46457216609,39.310424986026284,1.0010317522510774,0.9260542288994146,1.2788269083169746e8,1.298301429763426e8,0.9481191361767791,375.386907094154,127.88269083169746
2246,3.9074878459694707e6,133034.85342077634,25.17166659749018,384.7556567327925,36.28782299520608,36287.82299520608,39.31046761755004,1.0010328378539153,0.9260455718318189,1.2788918952178629e8,1.2983674063125512e8,0.947943971797382,375.38731419521827,127.88918952178629
2247,3.9075107476303787e6,133069.88776213198,25.171549538936908,384.7544199661821,36.291945835881386,36291.945835881386,39.310282352610194,1.001028120120962,0.9260360473921098,1.2790190406569128e8,1.2984964879765612e8,0.9479335628502752,375.3855450453608,127.90190406569128
2248,3.907629956802152e6,133098.1410004998,25.171433094864238,384.7636917229003,36.28394127846,36283.94127846,39.30997605952916,1.0010203204317012,0.9260323822245047,1.2791380026785275e8,1.2986172616025661e8,0.9482080226657149,375.3826201618879,127.91380026785275
2249,3.90773458123198e6,133127.17261948227,25.171391771044252,384.7713974120793,36.2787125106583,36278.712510658304,39.30948212594183,1.0010077425161839,0.9260273778343556,1.2793082934182748e8,1.2987901456023094e8,0.9484519434637383,375.3779034435689,127.93082934182748
2250,3.90780750494171e6,133139.01238201695,25.17144584533659,384.7776241141379,36.2933808148187,36293.380814818694,39.30880657800816,1.0009905398293135,0.9260352383074015,1.2794481617011656e8,1.2989321438590513e8,0.9481569274415655,375.3714524359926,127.94481617011655
2251,3.9079110445560208e6,133136.73401890812,25.17141373872551,384.7884108600523,36.29199284328295,36291.99284328295,39.307650690926955,1.0009611054064929,0.9260586309863679,1.2795953466966598e8,1.2990815702504161e8,0.9482756837308124,375.36041452743484,127.95953466966597
2252,3.9080444165970394e6,133127.68525699916,25.171375333688353,384.80292878084,36.31437869884715,36314.37869884715,39.30624096721023,1.000925207086827,0.9260977557137895,1.2797454223043983e8,1.2992339312735008e8,0.9477665127237569,375.34695265756017,127.97454223043982
2253,3.9082657792299627e6,133147.1363951775,25.17135966443318,384.82351099233284,36.325599964061745,36325.599964061745,39.30471742685853,1.0008864104503514,0.9261450337390824,1.279866128908665e8,1.2993564760494061e8,0.9475124263946735,375.3324039188818,127.98661289086651
2254,3.908460202277557e6,133210.84655762016,25.171410359082234,384.8368354454574,36.332826878908676,36332.82687890868,39.30296832369366,1.000841869904005,0.9262142306046461,1.2800139922642939e8,1.2995065911312628e8,0.9474005989964643,375.3157012140018,128.00139922642938
2255,3.908515889474076e6,133234.95890419732,25.171536481224273,384.8400540845952,36.36951720441423,36369.51720441423,39.30090416212417,1.000789306461265,0.9262940899021328,1.2801184150330488e8,1.2996126040944658e8,0.9465141356540594,375.29598992297434,128.01184150330488
2256,3.908503414095635e6,133223.71229328803,25.17170377356615,384.83992882796605,36.371785989284994,36371.785989284996,39.29909733376669,1.000743295954959,0.9263922639352812,1.2801542484095669e8,1.2996489831569207e8,0.9464818958222921,375.2787359831096,128.01542484095668
2257,3.908624009420569e6,133191.79589568643,25.171952638206953,384.85547538479943,36.37361180995824,36373.61180995824,39.29761943704394,1.0007056616239502,0.926487559680807,1.2800916605093434e8,1.2995854421414654e8,0.9463498837660571,375.2646231089813,128.00916605093434
2258,3.908633411155046e6,133129.18477409377,25.172326242408467,384.86281614484733,36.413024984212306,36413.02498421231,39.296605976723065,1.0006798540687991,0.9265831718436802,1.280029524317162e8,1.2995223597128549e8,0.9452616455425524,375.2549452757996,128.0029524317162
2259,3.9085822440231782e6,133141.41361058597,25.172862530347388,384.8563537627515,36.38487476291198,36384.874762911975,39.29594365378328,1.0006629881536326,0.9266749578546838,1.2799156859097399e8,1.2994067877256243e8,0.9459247270887822,375.24862055761224,127.99156859097398
2260,3.9084089146106304e6,133157.2718648504,25.173295585546427,384.83706857755146,36.35403933970486,36354.03933970486,39.295416423273906,1.0006495623389582,0.9267604363356742,1.279841650482728e8,1.2993316248555614e8,0.9467197362836098,375.2435858771093,127.9841650482728
2261,3.908359314434509e6,133153.64267977796,25.173542145885,384.8323824418686,36.328459896418735,36328.45989641873,39.29525763074205,1.0006455187203387,0.9268388134676927,1.2797850848243573e8,1.2992741977912258e8,0.9473560005158658,375.242069520127,127.97850848243573
2262,3.9082831965457574e6,133090.85144859014,25.173583162464688,384.83102396505274,36.32136372250585,36321.36372250585,39.2953974704062,1.000649079708145,0.9269040218093269,1.2797072362153186e8,1.2991951636703742e8,0.9474867935404996,375.2434048905544,127.97072362153186
2263,3.9082740961489226e6,133045.65836758804,25.173626790586894,384.8347031377507,36.297191483381134,36297.19148338113,39.295676951851874,1.000656196644718,0.9269564513310794,1.279708104516291e8,1.2991960451942042e8,0.9481093545429828,375.2460737417693,127.9708104516291
2264,3.908307484359823e6,132986.75578167767,25.173762437178144,384.84411096617185,36.31477808273332,36314.77808273332,39.29626214345336,1.0006710984264835,0.9269914778987369,1.2796829205958143e8,1.299170477762248e8,0.9476083872535944,375.2516619099313,127.96829205958143
2265,3.9084248855057363e6,132930.49270886535,25.17363324263314,384.86181374076153,36.267824031248445,36267.82403124844,39.29719624308819,1.000694885078359,0.9270195599383007,1.2797081045162909e8,1.299196045194204e8,0.948810233944689,375.26058190438465,127.97081045162909
2266,3.9085190233855685e6,132907.6609089319,25.1733596451484,384.8737372555185,36.26568220216731,36265.682202167314,39.29811501412944,1.0007182813908049,0.9270295270847372,1.2798067604258315e8,1.2992962034780015e8,0.9489100221260026,375.2693555215518,127.98067604258316
2267,3.9086145474185627e6,132883.3200512146,25.172902471586035,384.88595589881226,36.28079986435024,36280.79986435024,39.29888659850434,1.0007379296255692,0.927043349526746,1.2799400669710442e8,1.2994315400721261e8,0.9485833094868851,375.27672360958843,127.99400669710442
2268,3.908835608713844e6,132846.54325424065,25.172854849339956,384.9122390886446,36.26048770526774,36260.48770526774,39.29961444594212,1.0007564641083755,0.9270391597724863,1.2800958679383177e8,1.2995897136429621e8,0.9491653949145303,375.2836740406408,128.00958679383177
2269,3.909018641198512e6,132803.3344038819,25.172805383652086,384.9353014061805,36.31132152977589,36311.32152977589,39.30029533475746,1.0007738027996804,0.927035677793872,1.280268482660079e8,1.2997649570153086e8,0.9479076328570951,375.2901760498802,128.0268482660079
2270,3.909314072624213e6,132793.87306534222,25.172727344616572,384.9663811986617,36.32112459345004,36321.12459345004,39.30100979246161,1.00079199631572,0.9270328841617672,1.2804257393083946e8,1.2999246084349184e8,0.9476916768899644,375.296998618395,128.04257393083947
2271,3.909514763494792e6,132778.62727678122,25.17279048249768,384.988393090521,36.32476385635129,36324.76385635129,39.30149483985124,1.0008043479460706,0.9270307178131755,1.2805494147358388e8,1.3000501672445063e8,0.9476340738516984,375.3016304797765,128.05494147358388
2272,3.9096560908495984e6,132850.69531561856,25.173207714821412,384.9954531635046,36.306855826627604,36306.8558266276,39.30158736996807,1.0008067042061473,0.9270392069575298,1.2807263119052254e8,1.3002297582794166e8,0.9482150693484734,375.30251407730526,128.07263119052254
2273,3.909670072916257e6,132874.69340662565,25.17360067516164,384.99443216204196,36.32047518543021,36320.47518543021,39.30152901408547,1.0008052181857994,0.9270535484350115,1.2808492291654602e8,1.3003545473761018e8,0.9479529945298913,375.3019568196748,128.08492291654602
2274,3.909662479207641e6,132901.97000420414,25.173548905171554,384.99087759464186,36.30351011702076,36303.510117020756,39.30137891084346,1.0008013958381292,0.9270772131218722,1.2809785852604775e8,1.3004858733608909e8,0.948500522526718,375.30052343929844,128.09785852604776
2275,3.9095790689479173e6,132927.36103582708,25.173437530563778,384.97978673925485,36.314426166604115,36314.42616660411,39.301170272357254,1.0007960829027054,0.9270945897078555,1.2810796864587863e8,1.3005885141713567e8,0.9483175621177844,375.2985310885145,128.10796864587863
2276,3.909517053660882e6,132976.20447757764,25.17349237295684,384.9684861552808,36.29788682463992,36297.886824639914,39.300945816907024,1.0007903671916,0.9271228355072746,1.2811278117209415e8,1.3006373723055243e8,0.9488131605757758,375.29638769685,128.11278117209415
2277,3.9092893026699154e6,133004.86354428387,25.173657668236782,384.9423485347229,36.301529821534984,36301.52982153498,39.300787617048286,1.0007863386652778,0.9271538291415508,1.2810901938582344e8,1.3005991815819639e8,0.9487545024176384,375.29487699947913,128.10901938582344
2278,3.9090841520022117e6,133006.54107667593,25.173209711883324,384.92126513002404,36.2891137294509,36289.113729450895,39.30036137199569,1.0007754844241434,0.927201483259393,1.2810123053456587e8,1.3005201069499072e8,0.9490733911336212,375.29080665905377,128.10123053456587
2279,3.9089232979681063e6,132964.6088170653,25.17256880862318,384.9091426249787,36.26546455636357,36265.46455636357,39.2997196327495,1.0007591426684304,0.9272530551235993,1.2809264297410522e8,1.300432923594977e8,0.9496585372592732,375.28467850066136,128.09264297410522
2280,3.9087572006590012e6,132943.97393533323,25.171918995394407,384.8943146507307,36.2749715603639,36274.971560363905,39.299014334184626,1.0007411823879575,0.9273032697239222,1.2808309661144972e8,1.3003360062076114e8,0.9493754656091692,375.27794339548404,128.08309661144972
2281,3.9085408402309595e6,132903.44415702755,25.171290996226745,384.8763910370981,36.30611736541288,36306.11736541288,39.29857240279005,1.0007299286974047,0.9273504755838551,1.2806419638080277e8,1.3001441256934291e8,0.9484652240839749,375.27372326152675,128.06419638080277
2282,3.908458936659453e6,132899.19715415765,25.17051029863132,384.86847497505556,36.335544305693574,36335.54430569358,39.29841344356887,1.0007258808340764,0.9273955275853558,1.2804513382256596e8,1.2999505971834108e8,0.9475755172031093,375.2722053127787,128.04513382256596
2283,3.9083950530790295e6,132878.19065094827,25.16970732611434,384.864104223046,36.336601742050995,36336.601742050996,39.298150357138475,1.0007191813931393,0.927444334961161,1.280333124794405e8,1.2998305835476193e8,0.9474712223929254,375.26969302242725,128.0333124794405
2284,3.908300312523908e6,132811.95383477907,25.169229260211754,384.8611986431324,36.354666701816015,36354.666701816015,39.29768678440171,1.0007073766103332,0.9274910051320768,1.2802664220414124e8,1.2997628650166623e8,0.946958227833102,375.26526622887496,128.02664220414124
2285,3.908211719256716e6,132817.52745884014,25.16895136136285,384.85159957164893,36.369269993563584,36369.26999356358,39.29733509723831,1.0006984209702567,0.9275435040435982,1.280139099430657e8,1.2996336034829006e8,0.9465074674767749,375.2619078638463,128.0139099430657
2286,3.908094257843274e6,132764.57430706357,25.16860433344705,384.8450238059338,36.36839286307178,36368.392863071786,39.29696315781036,1.0006889496104987,0.927597697453282,1.2800135836520718e8,1.2995061762965196e8,0.9464536609388061,375.258356103937,128.00135836520718
2287,3.908113965325161e6,132709.8179650376,25.168525833551087,384.8526144097985,36.3299104251385,36329.9104251385,39.29677189595429,1.0006840791673277,0.9276518450657184,1.2800278260226136e8,1.299520635555953e8,0.9474480462894435,375.2565296877479,128.00278260226136
2288,3.908220156710736e6,132750.49271527844,25.16868129714153,384.8592929658978,36.34283285701372,36342.83285701372,39.29673829782174,1.0006832235979077,0.9276997198430266,1.2800263192650436e8,1.299519105852836e8,0.9470936116053876,375.2562088492154,128.00263192650436
2289,3.9082149737032666e6,132803.99992512492,25.168746124844258,384.85331027300117,36.32637172431719,36326.37172431719,39.297035083762985,1.000690781189842,0.9277373665683659,1.2800828801349895e8,1.2995765280558269e8,0.9475793815383161,375.2590429461908,128.00828801349894
2290,3.908138614744401e6,132830.9809940395,25.168733988852527,384.8427761213416,36.294982391260774,36294.982391260775,39.29764582464507,1.0007063335786954,0.9277692261869606,1.2801420858113894e8,1.2996366353415121e8,0.9484687117498093,375.26487509201075,128.01420858113894
2291,3.908234440115036e6,132877.7345594669,25.16884920396402,384.8477783440947,36.294476358373245,36294.47635837324,39.298502182722245,1.0007281405580615,0.9277918194957862,1.2802443362315731e8,1.2997404428746934e8,0.948545365724472,375.27305270927303,128.0244336231573
2292,3.9083093526532124e6,132822.15143528135,25.16879482243139,384.8610806542234,36.297355114151095,36297.3551141511,39.299612952561816,1.0007564260797581,0.9278006430988279,1.2802440106187089e8,1.2997401123032577e8,0.9484371121893411,375.2836597799093,128.0244010618709
2293,3.908385048669262e6,132831.61579891757,25.168670082870676,384.8678320968751,36.322409956881835,36322.409956881835,39.30104268289567,1.0007928338637455,0.927795177960612,1.2801738091235635e8,1.2996688417498106e8,0.9477142930684418,375.2973126989046,128.01738091235634
2294,3.908526677361713e6,132899.41565920916,25.168657946878923,384.8753579717129,36.30458786016644,36304.587860166444,39.30289565105089,1.0008400193103528,0.9277726151832844,1.2800803406738746e8,1.2995739499227154e8,0.9480917623879969,375.3150072413823,128.00803406738746
2295,3.9085830877685794e6,132875.73450524162,25.16872999472865,384.883522249066,36.300007835426776,36300.007835426775,39.304813666056354,1.0008888611614,0.9277385725625534,1.2800803917504022e8,1.2995740017770581e8,0.9481913085618047,375.33332293552496,128.0080391750402
