t,p_in,p_out,h_tailwater_m,H,Q,dm,omega,omega_pu,tau_o,P_elec,P_mech,eta,n_rpm,P_elec_MW
549,4.018821196824485e6,164600.28211196588,24.890363945058958,392.88694339577154,0.10398132087758766,103.98132087758766,38.74648017115565,0.9866710154642448,0.0,-230559.6739634609,-234070.73498828517,NaN,370.0016307990918,-0.2305596739634609
550,4.018797391150648e6,164596.3043426897,24.890285445163002,392.88492220264607,0.1036917573299968,103.6917573299968,38.746476203754966,0.9866709144352159,0.0,-230547.38367396482,-234058.25753702014,NaN,370.00159291320597,-0.23054738367396482
551,4.0187723801262365e6,164593.55778771336,24.890358414733605,392.8826526338964,0.10332572363514426,103.32572363514427,38.74647429511356,0.9866708658320614,0.0,-230473.64193698802,-233983.39282942947,NaN,370.00157468702304,-0.23047364193698802
552,4.018741402616482e6,164593.23782557723,24.89053922564856,392.87952750162134,0.10429881265287409,104.29881265287409,38.746475056425574,0.9866708852187128,0.0,-230408.67897822277,-233917.4405870282,NaN,370.0015819570173,-0.23040867897822276
553,4.018735014258441e6,164594.01085409813,24.890744308546996,392.87879749279745,0.10412868575669193,104.12868575669194,38.74647474546715,0.9866708773002215,0.0,-230531.58187318407,-234042.21509967925,NaN,370.00157898758306,-0.23053158187318407
554,4.0186972265179437e6,164595.1266493292,24.890840321139898,392.8748317908883,0.1043514466204542,104.3514466204542,38.746471700219054,0.9866707997536155,0.0,-230150.58289880393,-233655.41411046084,NaN,370.0015499076058,-0.23015058289880394
555,4.0186543763050376e6,164597.57371974605,24.89109655954783,392.87021433081463,0.10498770893603143,104.98770893603144,38.746470896016206,0.9866707792747582,0.0,-230317.37968482298,-233824.75094905886,NaN,370.00154222803434,-0.230317379684823
556,4.0186039926510425e6,164600.4275493003,24.891260472246444,392.864787472145,0.1046757414255639,104.6757414255639,38.746471550101184,0.9866707959308955,0.0,-230273.48579376534,-233780.18862311202,NaN,370.0015484740858,-0.23027348579376533
557,4.018561564310837e6,164603.98808795103,24.891454494494187,392.8600995130363,0.1046247442771894,104.62474427718941,38.74647314778417,0.9866708366155585,0.0,-230420.96926771896,-233929.91803829337,NaN,370.00156373083445,-0.23042096926771896
558,4.0185160020591384e6,164608.22205963574,24.891566483582547,392.8550234454131,0.10437364598093016,104.37364598093016,38.74647488486231,0.9866708808498901,0.0,-230294.5548614729,-233801.5785395664,NaN,370.00158031870876,-0.23029455486147288
559,4.0184917142450707e6,164609.95474186516,24.891596285891392,392.85237099930737,0.10395814965570838,103.95814965570838,38.74647590351924,0.9866709067897758,0.0,-230085.6199400385,-233589.4618680594,NaN,370.0015900461659,-0.2300856199400385
560,4.0184680291062896e6,164611.6108658816,24.891617639092043,392.8497877920905,0.10412372414847496,104.12372414847495,38.746478305405056,0.986670967953296,0.0,-229804.69903726963,-233304.26298199964,NaN,370.001612982486,-0.22980469903726963
561,4.0184254802310253e6,164613.28234808065,24.891658502051595,392.8452801103919,0.10433676639820397,104.33676639820396,38.74647934550741,0.9866709944392847,0.0,-229657.21556331601,-233154.53356681828,NaN,370.0016229147318,-0.229657215563316
562,4.018395286199144e6,164612.8855950319,24.89185359964038,392.8422426711633,0.10379988969876681,103.79988969876682,38.746475796292195,0.9866709040592615,0.0,-229644.92527381986,-233142.05611555316,NaN,370.0015890222231,-0.22964492527381986
563,4.0183547864198573e6,164610.8762328172,24.892136875194485,392.83831908124773,0.10395610363170137,103.95610363170137,38.746474155718396,0.9866708622823929,0.0,-229606.29864968912,-233102.84126871993,NaN,370.00157335589734,-0.22960629864968912
564,4.0183406838181405e6,164610.06480884002,24.892632914654463,392.83696422113155,0.104117892980055,104.117892980055,38.74647607508251,0.9866709111585987,0.0,-229850.3486839696,-233350.60780098438,NaN,370.00159168447453,-0.2298503486839696
565,4.018328027637112e6,164609.9649806535,24.892978713609068,392.83568426671343,0.10379318897014389,103.79318897014389,38.74647732963894,0.9866709431056159,0.0,-229801.18752598506,-233300.69799592393,NaN,370.00160366460597,-0.22980118752598505
566,4.0183288111149864e6,164609.38904880857,24.893146620431544,392.83582284058895,0.10385559270235743,103.85559270235743,38.746478283959654,0.9866709674071932,0.0,-229982.03035714253,-233484.2947788249,NaN,370.00161277769746,-0.22998203035714254
567,4.018313503162695e6,164610.19791308866,24.89326152830273,392.83417994389464,0.10429073085804644,104.29073085804644,38.74647583918301,0.9866709051514674,0.0,-229759.04939056974,-233257.91816301495,NaN,370.00158943180026,-0.22975904939056974
568,4.018278306925932e6,164610.7815240249,24.893241711303546,392.83053266074484,0.1039664872035369,103.9664872035369,38.746475742678676,0.9866709026940045,0.0,-229939.8922217272,-233441.51494591596,NaN,370.0015885102517,-0.2299398922217272
569,4.0182469678110075e6,164611.14500101152,24.893144162509163,392.8273009999996,0.10396178134832079,103.9617813483208,38.746475828460305,0.9866709048784158,0.0,-230327.9142186765,-233835.4459072858,NaN,370.00158932940593,-0.23032791421867652
570,4.0182271397940647e6,164612.58355077545,24.892897755790727,392.82513315425985,0.10399206250362442,103.99206250362441,38.74647395198701,0.9866708570944156,0.0,-231030.21647559866,-234548.4431224352,NaN,370.00157141040586,-0.23103021647559865
571,4.018185374396674e6,164612.58099107837,24.892445498073112,392.8208759842605,0.10390137248951409,103.90137248951409,38.74647385548267,0.9866708546369527,0.0,-231934.43063138588,-235466.42703693997,NaN,370.0015704888573,-0.23193443063138589
572,4.018134809940093e6,164611.43936617672,24.891861434267952,392.8158379789925,0.1041238264496753,104.1238264496753,38.74647619303226,0.9866709141621643,0.0,-232427.79796687365,-235967.3075805824,NaN,370.00159281081164,-0.23242779796687366
573,4.018099191830629e6,164612.99822170375,24.891065528277814,392.8120482781779,0.10403257377896304,104.03257377896304,38.74647567834245,0.9866709010556959,0.0,-232447.11127893903,-235986.91500399902,NaN,370.00158789588596,-0.23244711127893902
574,4.018066587097602e6,164611.85147740794,24.89017483865597,392.8088415514979,0.1026766225189231,102.6766225189231,38.746472922607374,0.9866708308814784,0.0,-232617.41957624262,-236159.81682867272,NaN,370.00156158055444,-0.23261741957624263
575,4.018042178748478e6,164607.63053690846,24.889523796466,392.80678371167886,0.10233641987715894,102.33641987715895,38.74646986663657,0.9866707530618211,0.0,-232938.7228587845,-236486.01305460354,NaN,370.0015323981829,-0.23293872285878447
576,4.018005053950797e6,164606.1254350203,24.88926740443792,392.80315275390177,0.10258132895079701,102.58132895079702,38.74646584562236,0.986670650667535,0.0,-232870.24838873456,-236416.49582612645,NaN,370.00149400032564,-0.23287024838873455
577,4.017993844190458e6,164604.22869947745,24.889347901395816,392.80220341396335,0.1024447056977295,102.44470569772949,38.74646440877995,0.9866706140786433,0.0,-232771.92607276552,-236316.6762160056,NaN,370.00148027949126,-0.23277192607276553
578,4.017998364255111e6,164601.99641091624,24.889739171914414,392.802891727237,0.1030763133086908,103.0763133086908,38.746463057719176,0.9866705796741634,0.0,-232354.0562298968,-235892.4428729917,NaN,370.00146737781125,-0.23235405622989683
579,4.0179752817916167e6,164602.6798500389,24.890356417671665,392.80046910719443,0.10301759241968986,103.01759241968986,38.74646112763235,0.9866705305249059,0.0,-232001.14934579344,-235534.16177237913,NaN,370.00144894683973,-0.23200114934579344
580,4.0179584068835806e6,164602.60561882332,24.891094716106057,392.79875649997524,0.10286772116117701,102.86772116117702,38.746462210625516,0.9866705581031004,0.0,-231714.96117609768,-235243.61540720577,NaN,370.00145928866266,-0.2317149611760977
581,4.0179667238025405e6,164603.83171372887,24.891848530175455,392.79947931588293,0.10216706023997942,102.16706023997942,38.74646093462367,0.9866705256099803,0.0,-230995.10136275252,-234512.7932616777,NaN,370.0014471037426,-0.23099510136275253
582,4.017986913424655e6,164606.18919474768,24.892562249386067,392.8012970672688,0.10184547641667897,101.84547641667898,38.7464584255108,0.9866704617159457,0.0,-230677.30959149534,-234190.16202182267,NaN,370.00142314347966,-0.23067730959149535
583,4.0180073441168857e6,164607.54606690462,24.893348784547122,392.8032413914354,0.10219933626868986,102.19933626868986,38.74645931549528,0.9866704843792143,0.0,-230471.88618134568,-233981.61033639155,NaN,370.0014316422054,-0.23047188618134568
584,4.0180187346798107e6,164608.81823635777,24.893879695780843,392.8042728280788,0.10300015006503017,103.00015006503017,38.74646035559763,0.9866705108652032,0.0,-230085.61994003848,-233589.46186805938,NaN,370.0014415744512,-0.23008561994003848
585,4.018027774809116e6,164612.64242380846,24.894119650453042,392.80480452449615,0.10318587789426573,103.18587789426573,38.746460248370575,0.9866705081346887,0.0,-229730.95730029297,-233229.39827440912,NaN,370.0014405505083,-0.22973095730029297
586,4.018050495667438e6,164613.47432536242,24.89411765339112,392.80703581468657,0.10308178642290952,103.08178642290952,38.74646088101015,0.9866705242447231,0.0,-229874.92926296193,-233375.56270351465,NaN,370.0014465917712,-0.22987492926296194
587,4.01807002234674e6,164612.69361775028,24.893759411204496,392.80910588470846,0.10322582651300242,103.22582651300243,38.7464619425579,0.9866705512768146,0.0,-230029.43575948483,-233532.42209084754,NaN,370.00145672880546,-0.2300294357594848
588,4.018079122743574e6,164611.85915649918,24.893391490948485,392.81011861234197,0.10271938442066941,102.71938442066941,38.74646197472601,0.9866705520959689,0.0,-230027.6800038425,-233530.63959780967,NaN,370.0014570359883,-0.23002768000384252
589,4.0181114261389575e6,164609.84723458733,24.892989006159024,392.8136166059501,0.10321953498918089,103.21953498918089,38.74646233929797,0.9866705613797175,0.0,-230285.7760832614,-233792.66607437705,NaN,370.0014605173941,-0.2302857760832614
590,4.0181468634458333e6,164606.14591259684,24.89241354508219,392.81760627250117,0.1032383584100453,103.23835841004531,38.74646292904672,0.9866705763975462,0.0,-230368.2965984497,-233876.44324715706,NaN,370.0014661490798,-0.2303682965984497
591,4.0181568678555978e6,164603.73467793915,24.89194070226464,392.81887188355336,0.10317452246102686,103.17452246102685,38.74646583489965,0.9866706503944835,0.0,-230514.0243167611,-234024.3901693006,NaN,370.0014938979313,-0.2305140243167611
592,4.018192787302703e6,164601.26968964262,24.891571092187,392.82278467003675,0.10297017581332761,102.97017581332761,38.746465759840724,0.9866706484831236,0.0,-230533.33762882647,-234043.99759271723,NaN,370.0014931811713,-0.23053333762882647
593,4.0182237648124574e6,164597.92137315063,24.89125985776585,392.82628373489365,0.10272107239047519,102.72107239047519,38.74646726101936,0.9866706867103237,0.0,-230924.87113706046,-234441.4935401629,NaN,370.00150751637136,-0.23092487113706045
594,4.0182514276081324e6,164597.29424736393,24.891357252940093,392.8291675189367,0.1028538081979294,102.8538081979294,38.74646811883573,0.9866707085544381,0.0,-230952.96322733734,-234470.01342876887,NaN,370.0015157079143,-0.23095296322733735
595,4.018302835810116e6,164595.8045036582,24.891632233006185,392.83455976620365,0.10274076537154259,102.74076537154258,38.746470456385325,0.9866707680796497,0.0,-230872.19846779128,-234388.0187490267,NaN,370.00153802986864,-0.23087219846779128
596,4.0183255566684366e6,164594.35571510586,24.892067592507455,392.8370235426433,0.10280316910375613,102.80316910375613,38.74647343729719,0.9866708439879471,0.0,-230556.16245217627,-234067.17000220943,NaN,370.0015664954802,-0.23055616245217628
597,4.018339418200038e6,164595.9324885126,24.892548423572716,392.8382758115724,0.1024907923884872,102.4907923884872,38.74647310489335,0.9866708355233527,0.0,-230380.58688794574,-233888.92069842207,NaN,370.00156332125727,-0.23038058688794574
598,4.018387632223e6,164597.4324710067,24.892920030712272,392.8430376913347,0.1022664458561195,102.2664458561195,38.746474123550286,0.9866708614632386,0.0,-230586.01029809553,-234097.47238385334,NaN,370.0015730487145,-0.23058601029809553
599,4.0184121008396517e6,164596.58777096734,24.89327105275193,392.8456180498149,0.10146317683097078,101.46317683097078,38.746476246645784,0.9866709155274216,0.0,-230312.112417896,-233819.40346994516,NaN,370.0015933227831,-0.23031211241789598
600,4.0184539867720995e6,164597.16626250942,24.893739901445596,392.8498287981234,0.10129918800680962,101.29918800680962,38.746474809803374,0.9866708789385301,0.0,-230219.0573688538,-233724.93133893787,NaN,370.0015796019488,-0.2302190573688538
601,4.0185015981197753e6,164596.97428522777,24.894177104388646,392.8547017160599,0.10174112919232191,101.7411291923219,38.74647179672339,0.9866708022110784,0.0,-229729.20154465077,-233227.61578137134,NaN,370.0015508291544,-0.22972920154465076
602,4.0185501737479097e6,164595.36679545595,24.894447629470406,392.8598172224723,0.1024710994074198,102.4710994074198,38.74647447739954,0.9866708704739358,0.0,-229481.63999908572,-232976.28426303118,NaN,370.0015764277259,-0.22948163999908572
603,4.018586334265131e6,164595.35143727346,24.894764086976625,392.8635048754187,0.1021699758241894,102.1699758241894,38.7464748741396,0.9866708805768386,0.0,-229225.2996753092,-232716.04027950173,NaN,370.0015802163145,-0.2292252996753092
604,4.018632921064819e6,164594.0792678203,24.89482353797415,392.86838346554526,0.10213642103047457,102.13642103047457,38.74647408065946,0.9866708603710328,0.0,-229302.55292357062,-232794.46997316813,NaN,370.0015726391373,-0.22930255292357063
605,4.018680351609907e6,164593.04770989344,24.894705404079843,392.8733235372083,0.10238194391131472,102.38194391131472,38.74647279393492,0.9866708276048614,0.0,-229400.87523953963,-232894.28958328898,NaN,370.001560351823,-0.22940087523953964
606,4.018726878142065e6,164593.17825444485,24.894395244999732,392.8780529956799,0.10179857131631848,101.79857131631847,38.746471550101184,0.9866707959308955,0.0,-229241.10147608977,-232732.08271684241,NaN,370.0015484740858,-0.22924110147608978
607,4.0187963063351293e6,164592.11598015315,24.89409983345388,392.8852385682952,0.10207028330444826,102.07028330444825,38.74647083167998,0.9866707776364496,0.0,-229142.77916012076,-232632.26310672157,NaN,370.0015416136686,-0.22914277916012077
608,4.018823004850345e6,164591.17401162448,24.893715936702417,392.8880561507361,0.10261478144331147,102.61478144331147,38.74647082095728,0.9866707773633983,0.0,-228972.4708628172,-232459.3612820479,NaN,370.00154151127435,-0.2289724708628172
609,4.0188565135963033e6,164591.84465226167,24.893374746352276,392.8914035620838,0.1024885417620795,102.48854176207949,38.746469405560276,0.9866707413206095,0.0,-229134.00038190925,-232623.35064153225,NaN,370.00152799522857,-0.22913400038190926
610,4.018876763485946e6,164592.56648684078,24.893040161668512,392.8933941895113,0.10224271197763829,102.2427119776383,38.74647024193123,0.9866707626186211,0.0,-229040.94533286706,-232528.87851052496,NaN,370.0015359819829,-0.22904094533286706
611,4.018907138320413e6,164592.24652470465,24.892651963552886,392.89652311882855,0.10259258208283552,102.59258208283552,38.74647237574944,0.9866708169558556,0.0,-229163.84822782842,-232653.65302317607,NaN,370.00155635844584,-0.22916384822782843
612,4.0189346203135015e6,164592.91972503896,24.892418614547097,392.89925592135194,0.10294199183263117,102.94199183263117,38.746473169229574,0.9866708371616613,0.0,-229702.86521001614,-233200.8783858032,NaN,370.001563935623,-0.22970286521001615
613,4.018966140231012e6,164593.1680156566,24.892100159978956,392.9024436509027,0.10305810369502849,103.05810369502849,38.74647175383257,0.9866708011188727,0.0,-229748.5148567161,-233247.2232047879,NaN,370.00155041957726,-0.2297485148567161
614,4.018992236070941e6,164591.6885107393,24.891790615379424,392.90525459329274,0.10330695136488002,103.30695136488002,38.74647320139769,0.9866708379808156,0.0,-229999.58791356586,-233502.11970920392,NaN,370.00156424280584,-0.22999958791356587
615,4.018994285166917e6,164589.49229063708,24.891499505197746,392.9056873472253,0.1030380015091597,103.0380015091597,38.746473512356125,0.9866708458993071,0.0,-230212.03434628478,-233717.8013667866,NaN,370.00156721224016,-0.2302120343462848
616,4.0190111600749544e6,164587.2397571989,24.89119042145867,392.9076371373859,0.1030654693814537,103.0654693814537,38.74647211840453,0.9866708104026213,0.0,-230619.3696552995,-234131.3397515731,NaN,370.00155390098297,-0.2306193696552995
617,4.0190110998074273e6,164585.1075295238,24.890889018727037,392.9078483463714,0.10322234827219053,103.22234827219053,38.74647353380153,0.9866708464454098,0.0,-230912.58084756447,-234429.01608889794,NaN,370.0015674170287,-0.23091258084756447
618,4.01904906835051e6,164582.7039739573,24.890583775491674,392.9119637488841,0.10294091767002748,102.94091767002749,38.74647137853791,0.9866707915620726,0.0,-231209.30355111402,-234730.2574122985,NaN,370.0015468357772,-0.23120930355111402
619,4.0190690771700395e6,164581.1195214593,24.88991184096149,392.9141648979185,0.10347324196604905,103.47324196604906,38.74646879436611,0.986670725756678,0.0,-230794.94521953,-234309.5890553604,NaN,370.00152215875426,-0.23079494521953
620,4.0190767914137123e6,164579.52483017297,24.88936433875171,392.91511382095206,0.10377119421206862,103.77119421206862,38.74646777570918,0.9866706998167922,0.0,-230744.02830590322,-234257.89675726215,NaN,370.0015124312971,-0.23074402830590324
621,4.019100175214849e6,164579.36356925635,24.88890194210428,392.91751392921435,0.10337170802470162,103.37170802470162,38.74646707873339,0.9866706820684494,0.0,-230740.51679461857,-234254.33177118638,NaN,370.00150577566853,-0.23074051679461857
622,4.019108612668868e6,164579.01033105815,24.888502990578235,392.9184100242416,0.10226792922352458,102.26792922352458,38.74646469829297,0.986670621451032,0.0,-230392.87717744202,-233901.39814968733,NaN,370.001483044137,-0.23039287717744203
623,4.0191185568111027e6,164577.9454970691,24.888211880396547,392.9195322440401,0.10230654792665672,102.30654792665672,38.74646706801068,0.9866706817953979,0.0,-230549.13942960717,-234060.04003005804,NaN,370.0015056732742,-0.23054913942960717
624,4.0191140970139783e6,164579.40964380393,24.88785624975244,392.91892837616456,0.10215074319852357,102.15074319852357,38.74646888014775,0.9866707279410895,0.0,-230614.10238837253,-234125.99227245944,NaN,370.00152297790856,-0.23061410238837252
625,4.0191122287205886e6,164581.81831876465,24.887513523200806,392.9184923957007,0.10239785174796916,102.39785174796916,38.74647115336112,0.9866707858279925,0.0,-230389.36566615736,-233897.83316361153,NaN,370.0015446854972,-0.23038936566615736
626,4.0190917377608283e6,164583.39765186844,24.88709997776066,392.9162426206891,0.10276961431004131,102.7696143100413,38.74647470257633,0.9866708762080156,0.0,-230108.4447633885,-233612.63427755178,NaN,370.0015785780059,-0.23010844476338851
627,4.0190788405096857e6,164584.51112010216,24.886699029172696,392.91481441280155,0.10290802783411494,102.90802783411495,38.74647546388835,0.9866708955946673,0.0,-229824.01234933513,-233323.87040541638,NaN,370.0015858480002,-0.22982401234933514
628,4.0190546732306774e6,164585.7090583397,24.886320662746577,392.9122287637449,0.10295232425386652,102.95232425386652,38.746480289105406,0.9866710184678106,0.0,-229550.1144691356,-233045.8014915082,NaN,370.00163192542897,-0.2295501144691356
629,4.019041474641893e6,164586.2773110935,24.886191468201567,392.91082541598365,0.10325201562029204,103.25201562029204,38.74648306628589,0.9866710891881307,0.0,-229801.1875259852,-233300.69799592407,NaN,370.001658445549,-0.22980118752598522
630,4.0190153185344366e6,164586.4129750392,24.885912647631763,392.908145316962,0.10355319035412264,103.55319035412263,38.7464847390278,0.9866711317841538,0.0,-229846.83717268513,-233347.04281490875,NaN,370.0016744190577,-0.22984683717268514
631,4.018972408054001e6,164585.20735771026,24.88560986231879,392.9038940567065,0.10443824918895123,104.43824918895123,38.746484438792066,0.9866711241387137,0.0,-230113.71203031557,-233617.98175666554,NaN,370.0016715520176,-0.23011371203031558
632,4.0189380555626405e6,164583.99662098722,24.885272819712664,392.9005156923194,0.10509875688901144,105.09875688901144,38.74648498565,0.9866711380643366,0.0,-230055.77209411937,-233559.1594864156,NaN,370.0016767741262,-0.23005577209411937
633,4.018906354842543e6,164583.3080624703,24.884926713517764,392.89735441183205,0.10559793559611957,105.59793559611957,38.74648247653714,0.9866710741703021,0.0,-229507.9763337201,-233003.0216585991,NaN,370.0016528138633,-0.22950797633372008
634,4.018865192120439e6,164581.42668511005,24.884723627681254,392.8933501972812,0.10513947276675076,105.13947276675076,38.7464772116892,0.9866709401020503,0.0,-229299.04141228565,-232790.90498709204,NaN,370.00160253826886,-0.22929904141228566
635,4.018839759223326e6,164579.1946292486,24.884681074900072,392.8909851777857,0.1050160463685284,105.01604636852841,38.74647632170471,0.9866709174387815,0.0,-229237.58996480508,-232728.5177307666,NaN,370.0015940395431,-0.2292375899648051
636,4.0188319847121225e6,164577.5205873524,24.884676927156058,392.89036331547095,0.10532780927659523,105.32780927659523,38.74647592496465,0.9866709073358787,0.0,-228953.15755075176,-232439.75385863121,NaN,370.0015902509545,-0.22895315755075177
637,4.01880046479461e6,164576.85762580635,24.88476372254004,392.8872178561472,0.10516699178964492,105.16699178964492,38.74647686856265,0.9866709313644044,0.0,-228961.9363289633,-232448.6663238206,NaN,370.0015992616517,-0.22896193632896328
638,4.018753576657279e6,164576.33288790315,24.885016274064416,392.88249171961013,0.10534699075166086,105.34699075166085,38.746474370172486,0.9866708677434214,0.0,-228833.76616707494,-232318.54433205578,NaN,370.001575403783,-0.22883376616707493
639,4.0186995166840334e6,164576.1741866836,24.88560940145836,392.87699719646787,0.10506888493850922,105.06888493850921,38.7464744023406,0.9866708685625757,0.0,-228614.29671178677,-232095.7327023216,NaN,370.0015757109659,-0.22861429671178676
640,4.018656184330895e6,164575.6008145357,24.88632680755254,392.8726384828093,0.10458597212225672,104.58597212225672,38.74647249369919,0.9866708199594212,0.0,-228398.33876778322,-231876.48605866317,NaN,370.00155748478295,-0.22839833876778323
641,4.0186189389981576e6,164577.2134237017,24.88695419223961,392.8686774285888,0.10433016797078139,104.33016797078139,38.74647367319669,0.9866708499950786,0.0,-227934.81927821465,-231405.90789666463,NaN,370.00156874815445,-0.22793481927821466
642,4.01857988563956e6,164577.74072130205,24.887329486262743,392.86464270318635,0.10441200893106144,104.41200893106144,38.746473984155124,0.9866708579135699,0.0,-228217.49593662584,-231692.88927576228,NaN,370.0015717175887,-0.22821749593662585
643,4.0185140734982183e6,164579.035928029,24.887514752162005,392.85780199492245,0.10422755986683027,104.22755986683028,38.746472954775484,0.9866708317006327,0.0,-228373.75818879096,-231851.53115613296,NaN,370.0015618877373,-0.22837375818879097
644,4.018478093783581e6,164579.20230833977,24.887570055415505,392.85411737770045,0.10474740341640913,104.74740341640913,38.7464760536371,0.9866709106124959,0.0,-228236.80924869113,-231712.49669917882,NaN,370.00159147968594,-0.22823680924869114
645,4.018424033810337e6,164580.59222385904,24.887534261920873,392.8484649935248,0.10456679064719109,104.56679064719108,38.746474573903875,0.9866708729313987,0.0,-228045.43188367994,-231518.2049580507,NaN,370.0015773492745,-0.22804543188367993
646,4.0183466503034835e6,164581.66473693933,24.88747511816365,392.840467437976,0.10337728344012069,103.37728344012069,38.7464713356471,0.9866707904698669,0.0,-228191.1596019912,-231666.1518801941,NaN,370.0015464262001,-0.2281911596019912
647,4.018291867119893e6,164581.58026693534,24.887370041981967,392.83489162619344,0.10250148286392378,102.50148286392378,38.74647114263841,0.9866707855549411,0.0,-227931.30776693008,-231402.34291058892,NaN,370.00154458310294,-0.22793130776693007
648,4.0182572735584187e6,164582.61182486216,24.88717617335439,392.8312601155511,0.10246209690178901,102.46209690178901,38.74647055288967,0.9866707705371126,0.0,-227580.15663846902,-231045.84430301425,NaN,370.0015389514172,-0.22758015663846903
649,4.0182144836130384e6,164583.59986793846,24.886864938933236,392.82679752753313,0.10255877153611982,102.55877153611982,38.74647180744609,0.9866708024841297,0.0,-227764.51098091106,-231233.00607199094,NaN,370.00155093154865,-0.22776451098091105
650,4.0181691624314548e6,164584.85667920907,24.88651499223462,392.8220495160291,0.10240158574178194,102.40158574178194,38.746474541735765,0.9866708721122444,0.0,-227687.2577326496,-231154.57637832448,NaN,370.00157704209164,-0.22768725773264958
651,4.01812112921108e6,164584.1322849329,24.886220195169372,392.81722700572345,0.10200767496983401,102.00767496983401,38.7464722792451,0.9866708144983927,0.0,-227745.1976688457,-231213.39864857434,NaN,370.00155543689726,-0.2277451976688457
652,4.0180697210090957e6,164586.67150444497,24.886123260855566,392.81172777825185,0.10180460708713913,101.80460708713913,38.74647076734375,0.9866707759981411,0.0,-227207.9364423002,-230667.955778985,NaN,370.0015409993029,-0.22720793644230022
653,4.0180492300493363e6,164587.3703017503,24.886151526962905,392.80956776224116,0.10182818751381982,101.82818751381983,38.74647127131087,0.9866707888315583,0.0,-227037.62814499665,-230495.05395431133,NaN,370.0015458118344,-0.22703762814499664
654,4.0180057168936133e6,164589.25935820196,24.886024022239532,392.80493960605617,0.10155084895967079,101.55084895967079,38.74647019904042,0.9866707615264154,0.0,-227060.45296834668,-230518.22636380375,NaN,370.00153557240577,-0.22706045296834668
655,4.0179663019298417e6,164589.4001415419,24.88574796683242,392.8009074198063,0.1017677786550131,101.7677786550131,38.746471496487665,0.9866707945656383,0.0,-226893.65618232754,-230348.88952520562,NaN,370.0015479621144,-0.22689365618232754
656,4.017942014115775e6,164588.57079968505,24.88565671646412,392.79851613823547,0.10280347600735718,102.80347600735718,38.746474552458466,0.9866708723852957,0.0,-226551.28383207804,-230001.30338282036,NaN,370.0015771444859,-0.22655128383207804
657,4.0178991639028667e6,164588.60151605005,24.885609401458346,392.79414499355926,0.10315119778734705,103.15119778734704,38.74647376970103,0.9866708524525414,0.0,-226561.81836593192,-230011.99834104764,NaN,370.00156966970303,-0.22656181836593192
658,4.0178566752951303e6,164587.53924175826,24.885715706601207,392.78992212572604,0.10335037822442862,103.35037822442862,38.74647501353476,0.9866708841265072,0.0,-226570.5971441434,-230020.91080623696,NaN,370.0015815474402,-0.2265705971441434
659,4.0178261196580795e6,164585.06913406745,24.885702034407977,392.78705917675967,0.10352183503621534,103.52183503621534,38.74647684711724,0.9866709308183017,0.0,-226165.01759077093,-229609.15491448826,NaN,370.00159905686314,-0.22616501759077093
660,4.0178097871578005e6,164583.93006886292,24.885630293798563,392.7855104066195,0.10309411371755171,103.0941137175517,38.74647706157133,0.9866709362793302,0.0,-226259.8283954554,-229705.40953853342,NaN,370.00160110474883,-0.22625982839545541
661,4.017800264888265e6,164583.5717112705,24.885683599990138,392.78457626676806,0.10359303667165898,103.59303667165898,38.74647897021274,0.9866709848824847,0.0,-226215.93450439777,-229660.84721258658,NaN,370.00161933093176,-0.22621593450439778
662,4.0177740485132798e6,164581.69289360716,24.885704799570654,392.7820953740747,0.10260746690748644,102.60746690748644,38.74647942056634,0.9866709963506447,0.0,-226496.85540716661,-229946.0460986463,NaN,370.0016236314918,-0.2264968554071666
663,4.017757173605243e6,164581.2091108574,24.885884535144566,392.7804245152279,0.10212793003084551,102.12793003084552,38.74648292689073,0.9866710856384622,0.0,-226768.9975317239,-230222.33251951664,NaN,370.0016571144233,-0.22676899753172391
664,4.017736501842898e6,164580.31321687635,24.88630038488695,392.7784086265058,0.10230608757125516,102.30608757125516,38.746484192169866,0.9866711178585309,0.0,-226554.7953433626,-230004.86836889604,NaN,370.0016691969491,-0.22655479534336262
665,4.017716191685725e6,164580.87635023592,24.886673067367568,392.7762808700804,0.1022560111336838,102.2560111336838,38.74648388121143,0.9866711099400394,0.0,-226668.91946011255,-230120.73041635792,NaN,370.00166622751476,-0.22666891946011256
666,4.0176888302276945e6,164582.66813819812,24.886896584683846,392.7733090814981,0.10185995203652852,101.85995203652853,38.74648324857186,0.9866710938300051,0.0,-226886.63315975846,-230341.7595530543,NaN,370.0016601862519,-0.22688663315975846
667,4.017683948557869e6,164584.05549402031,24.8869412881471,392.7726700370896,0.10149524825728053,101.49524825728052,38.746482626655,0.9866710779930222,0.0,-227078.01052476978,-230536.0512941825,NaN,370.0016542473833,-0.22707801052476978
668,4.0176778012699415e6,164586.17748290696,24.88687292718095,392.77182709347954,0.10089939491584157,100.89939491584157,38.74648270171393,0.9866710799043822,0.0,-227413.35985245003,-230876.50746441627,NaN,370.0016549641433,-0.22741335985245004
669,4.017677560199828e6,164589.51532791083,24.886790433161124,392.7714622703279,0.10018712280840424,100.18712280840424,38.7464802783827,0.986671018194759,0.0,-227919.01747743407,-231389.86545932392,NaN,370.00163182303464,-0.22791901747743407
